# Residuals   
# Time        	p             	Ux            	Uz            	k             	epsilon       
0             	N/A	N/A	N/A	N/A
48.05         	3.658909e-05	2.710713e-04	1.967492e-04	4.161291e-04	2.889952e-04
48.1          	3.655758e-05	2.707591e-04	1.965894e-04	4.158250e-04	2.890041e-04
48.15         	3.653006e-05	2.704479e-04	1.964292e-04	4.155223e-04	2.890133e-04
48.2          	3.632719e-05	2.701369e-04	1.962704e-04	4.152207e-04	2.890234e-04
48.25         	3.642469e-05	2.698269e-04	1.961117e-04	4.149212e-04	2.890331e-04
48.3          	3.660114e-05	2.695175e-04	1.959533e-04	4.146258e-04	2.890442e-04
48.35         	3.682172e-05	2.692087e-04	1.957948e-04	4.143417e-04	2.890553e-04
48.4          	3.755120e-05	2.689004e-04	1.956359e-04	4.140636e-04	2.890666e-04
48.45         	3.730585e-05	2.685930e-04	1.954799e-04	4.137855e-04	2.890784e-04
48.5          	3.770231e-05	2.682859e-04	1.953221e-04	4.135075e-04	2.890904e-04
48.55         	3.737827e-05	2.679797e-04	1.951658e-04	4.132284e-04	2.891038e-04
48.6          	3.759209e-05	2.676742e-04	1.950090e-04	4.129413e-04	2.891178e-04
48.65         	3.734616e-05	2.673692e-04	1.948506e-04	4.126517e-04	2.891316e-04
48.7          	3.677603e-05	2.670649e-04	1.946949e-04	4.123551e-04	2.891454e-04
48.75         	3.785242e-05	2.667612e-04	1.945394e-04	4.120587e-04	2.891593e-04
48.8          	3.754307e-05	2.664582e-04	1.943826e-04	4.117624e-04	2.891737e-04
48.85         	3.823323e-05	2.661559e-04	1.942292e-04	4.114664e-04	2.891887e-04
48.9          	3.847020e-05	2.658540e-04	1.940739e-04	4.111706e-04	2.892035e-04
48.95         	3.750701e-05	2.655529e-04	1.939157e-04	4.108751e-04	2.892182e-04
49            	3.662329e-05	2.652522e-04	1.937608e-04	4.105798e-04	2.892334e-04
49.05         	3.624878e-05	2.649519e-04	1.936076e-04	4.102848e-04	2.892490e-04
49.1          	3.619919e-05	2.646523e-04	1.934542e-04	4.099900e-04	2.892637e-04
49.15         	3.625083e-05	2.643532e-04	1.933013e-04	4.096957e-04	2.892794e-04
49.2          	3.740280e-05	2.640546e-04	1.931479e-04	4.094017e-04	2.892944e-04
49.25         	3.802311e-05	2.637567e-04	1.929951e-04	4.091081e-04	2.893105e-04
49.3          	3.669404e-05	2.634592e-04	1.928435e-04	4.088153e-04	2.893259e-04
49.35         	3.658653e-05	2.631623e-04	1.926920e-04	4.085225e-04	2.893423e-04
49.4          	3.665256e-05	2.628659e-04	1.925410e-04	4.082299e-04	2.893580e-04
49.45         	3.704988e-05	2.625703e-04	1.923895e-04	4.079374e-04	2.893742e-04
49.5          	3.763256e-05	2.622751e-04	1.922383e-04	4.076451e-04	2.893901e-04
49.55         	3.778136e-05	2.619805e-04	1.920882e-04	4.073534e-04	2.894060e-04
49.6          	3.738685e-05	2.616867e-04	1.919367e-04	4.070618e-04	2.894222e-04
49.65         	3.784723e-05	2.613933e-04	1.917855e-04	4.067703e-04	2.894382e-04
49.7          	3.843628e-05	2.611007e-04	1.916387e-04	4.064789e-04	2.894549e-04
49.75         	3.801374e-05	2.608086e-04	1.914921e-04	4.061876e-04	2.894713e-04
49.8          	3.833560e-05	2.605172e-04	1.913428e-04	4.058965e-04	2.894876e-04
49.85         	3.964491e-05	2.602266e-04	1.911911e-04	4.056056e-04	2.895041e-04
49.9          	3.922561e-05	2.599363e-04	1.910416e-04	4.053149e-04	2.895202e-04
49.95         	4.053691e-05	2.596468e-04	1.908928e-04	4.050243e-04	2.895363e-04
50            	3.979360e-05	2.593579e-04	1.907440e-04	4.047339e-04	2.895530e-04
50.05         	4.061416e-05	2.590695e-04	1.905958e-04	4.044437e-04	2.895686e-04
50.1          	3.938283e-05	2.587818e-04	1.904519e-04	4.041536e-04	2.895850e-04
50.15         	3.739408e-05	2.584946e-04	1.903011e-04	4.038636e-04	2.896005e-04
50.2          	3.646218e-05	2.582081e-04	1.901520e-04	4.035739e-04	2.896163e-04
50.25         	3.786126e-05	2.579222e-04	1.900057e-04	4.032843e-04	2.896324e-04
50.3          	3.913431e-05	2.576368e-04	1.898603e-04	4.029950e-04	2.896478e-04
50.35         	3.685926e-05	2.573520e-04	1.897131e-04	4.027060e-04	2.896634e-04
50.4          	3.673936e-05	2.570678e-04	1.895665e-04	4.024171e-04	2.896791e-04
50.45         	3.936153e-05	2.567842e-04	1.894201e-04	4.021285e-04	2.896947e-04
50.5          	4.076672e-05	2.565012e-04	1.892731e-04	4.018401e-04	2.897099e-04
50.55         	3.653802e-05	2.562186e-04	1.891303e-04	4.015519e-04	2.897254e-04
50.6          	3.823633e-05	2.559367e-04	1.889862e-04	4.012639e-04	2.897409e-04
50.65         	4.029677e-05	2.556555e-04	1.888396e-04	4.009762e-04	2.897559e-04
50.7          	3.822850e-05	2.553747e-04	1.887000e-04	4.006887e-04	2.897716e-04
50.75         	3.989442e-05	2.550946e-04	1.885551e-04	4.004014e-04	2.897868e-04
50.8          	4.186088e-05	2.548152e-04	1.884113e-04	4.001145e-04	2.898020e-04
50.85         	3.927684e-05	2.545362e-04	1.882648e-04	3.998280e-04	2.898173e-04
50.9          	4.103108e-05	2.542578e-04	1.881199e-04	3.995417e-04	2.898324e-04
50.95         	3.967997e-05	2.539799e-04	1.879811e-04	3.992557e-04	2.898480e-04
51            	3.914537e-05	2.537025e-04	1.878375e-04	3.989702e-04	2.898629e-04
51.05         	3.674654e-05	2.534259e-04	1.876929e-04	3.986849e-04	2.898783e-04
51.1          	3.584313e-05	2.531496e-04	1.875503e-04	3.984000e-04	2.898935e-04
51.15         	3.565351e-05	2.528740e-04	1.874088e-04	3.981153e-04	2.899088e-04
51.2          	3.621427e-05	2.525989e-04	1.872676e-04	3.978309e-04	2.899238e-04
51.25         	3.646130e-05	2.523243e-04	1.871262e-04	3.975469e-04	2.899393e-04
51.3          	3.703600e-05	2.520502e-04	1.869870e-04	3.972632e-04	2.899544e-04
51.35         	3.740850e-05	2.517767e-04	1.868454e-04	3.969798e-04	2.899697e-04
51.4          	3.683325e-05	2.515040e-04	1.867004e-04	3.966967e-04	2.899852e-04
51.45         	3.660602e-05	2.512318e-04	1.865574e-04	3.964139e-04	2.900004e-04
51.5          	3.701518e-05	2.509600e-04	1.864158e-04	3.961314e-04	2.900158e-04
51.55         	4.100958e-05	2.506887e-04	1.862808e-04	3.958493e-04	2.900314e-04
51.6          	3.955758e-05	2.504184e-04	1.861482e-04	3.955675e-04	2.900468e-04
51.65         	4.098075e-05	2.501482e-04	1.860070e-04	3.952860e-04	2.900621e-04
51.7          	3.664561e-05	2.498791e-04	1.858723e-04	3.950048e-04	2.900778e-04
51.75         	3.574029e-05	2.496098e-04	1.857308e-04	3.947240e-04	2.900933e-04
51.8          	3.651336e-05	2.493416e-04	1.855926e-04	3.944434e-04	2.901085e-04
51.85         	3.622749e-05	2.490736e-04	1.854568e-04	3.941632e-04	2.901244e-04
51.9          	3.791590e-05	2.488062e-04	1.853174e-04	3.938833e-04	2.901397e-04
51.95         	3.535243e-05	2.485398e-04	1.851739e-04	3.936037e-04	2.901552e-04
52            	3.516514e-05	2.482736e-04	1.850378e-04	3.933243e-04	2.901708e-04
52.05         	3.514718e-05	2.480077e-04	1.849012e-04	3.930452e-04	2.901862e-04
52.1          	3.577070e-05	2.477426e-04	1.847641e-04	3.927664e-04	2.902016e-04
52.15         	3.601785e-05	2.474779e-04	1.846274e-04	3.924879e-04	2.902175e-04
52.2          	3.488109e-05	2.472138e-04	1.844908e-04	3.922096e-04	2.902331e-04
52.25         	3.536511e-05	2.469502e-04	1.843545e-04	3.919317e-04	2.902492e-04
52.3          	3.619488e-05	2.466873e-04	1.842180e-04	3.916540e-04	2.902651e-04
52.35         	3.623874e-05	2.464249e-04	1.840821e-04	3.913767e-04	2.902809e-04
52.4          	3.507092e-05	2.461627e-04	1.839471e-04	3.910997e-04	2.902971e-04
52.45         	3.702871e-05	2.459016e-04	1.838098e-04	3.908230e-04	2.903135e-04
52.5          	3.507226e-05	2.456407e-04	1.836742e-04	3.905465e-04	2.903298e-04
52.55         	3.597849e-05	2.453802e-04	1.835393e-04	3.902705e-04	2.903458e-04
52.6          	3.669240e-05	2.451204e-04	1.834055e-04	3.899947e-04	2.903623e-04
52.65         	3.610328e-05	2.448610e-04	1.832699e-04	3.897193e-04	2.903790e-04
52.7          	3.602899e-05	2.446022e-04	1.831349e-04	3.894449e-04	2.903957e-04
52.75         	3.451979e-05	2.443439e-04	1.829998e-04	3.891709e-04	2.904123e-04
52.8          	3.456634e-05	2.440861e-04	1.828660e-04	3.888973e-04	2.904292e-04
52.85         	3.460606e-05	2.438286e-04	1.827325e-04	3.886242e-04	2.904465e-04
52.9          	3.462683e-05	2.435722e-04	1.825978e-04	3.883514e-04	2.904638e-04
52.95         	3.499558e-05	2.433157e-04	1.824650e-04	3.880789e-04	2.904813e-04
53            	3.558122e-05	2.430598e-04	1.823316e-04	3.878068e-04	2.904987e-04
53.05         	3.643417e-05	2.428047e-04	1.822001e-04	3.875350e-04	2.905160e-04
53.1          	3.829104e-05	2.425497e-04	1.820690e-04	3.872635e-04	2.905332e-04
53.15         	3.822990e-05	2.422957e-04	1.819341e-04	3.869923e-04	2.905507e-04
53.2          	3.693342e-05	2.420418e-04	1.818021e-04	3.867214e-04	2.905679e-04
53.25         	3.659451e-05	2.417887e-04	1.816691e-04	3.864509e-04	2.905854e-04
53.3          	3.638664e-05	2.415357e-04	1.815400e-04	3.861807e-04	2.906022e-04
53.35         	3.726340e-05	2.412835e-04	1.814086e-04	3.859108e-04	2.906199e-04
53.4          	3.832351e-05	2.410319e-04	1.812759e-04	3.856412e-04	2.906367e-04
53.45         	3.751201e-05	2.407807e-04	1.811477e-04	3.853719e-04	2.906536e-04
53.5          	3.509475e-05	2.405299e-04	1.810168e-04	3.851030e-04	2.906701e-04
53.55         	3.441065e-05	2.402795e-04	1.808862e-04	3.848345e-04	2.906832e-04
53.6          	3.499303e-05	2.400298e-04	1.807561e-04	3.845664e-04	2.906924e-04
53.65         	3.570696e-05	2.397807e-04	1.806247e-04	3.842987e-04	2.907014e-04
53.7          	3.685182e-05	2.395319e-04	1.804942e-04	3.840312e-04	2.907112e-04
53.75         	3.516859e-05	2.392833e-04	1.803678e-04	3.837641e-04	2.907207e-04
53.8          	3.533310e-05	2.390357e-04	1.802375e-04	3.834974e-04	2.907306e-04
53.85         	3.457247e-05	2.387883e-04	1.801098e-04	3.832309e-04	2.907409e-04
53.9          	3.393023e-05	2.385415e-04	1.799817e-04	3.829648e-04	2.907509e-04
53.95         	3.419617e-05	2.382953e-04	1.798525e-04	3.826991e-04	2.907610e-04
54            	3.425467e-05	2.380491e-04	1.797255e-04	3.824337e-04	2.907715e-04
54.05         	3.434252e-05	2.378038e-04	1.795966e-04	3.821686e-04	2.907819e-04
54.1          	3.440439e-05	2.375590e-04	1.794684e-04	3.819039e-04	2.907925e-04
54.15         	3.393129e-05	2.373145e-04	1.793411e-04	3.816395e-04	2.908030e-04
54.2          	3.417141e-05	2.370705e-04	1.792137e-04	3.813756e-04	2.908136e-04
54.25         	3.523617e-05	2.368270e-04	1.790866e-04	3.811119e-04	2.908244e-04
54.3          	3.665520e-05	2.365840e-04	1.789602e-04	3.808486e-04	2.908346e-04
54.35         	3.460513e-05	2.363415e-04	1.788333e-04	3.805857e-04	2.908453e-04
54.4          	3.484590e-05	2.360994e-04	1.787068e-04	3.803233e-04	2.908575e-04
54.45         	3.500744e-05	2.358579e-04	1.785808e-04	3.800612e-04	2.908727e-04
54.5          	3.420974e-05	2.356168e-04	1.784549e-04	3.797995e-04	2.908882e-04
54.55         	3.590689e-05	2.353761e-04	1.783294e-04	3.795383e-04	2.909034e-04
54.6          	3.637536e-05	2.351359e-04	1.782044e-04	3.792779e-04	2.909190e-04
54.65         	3.500464e-05	2.348962e-04	1.780792e-04	3.790179e-04	2.909344e-04
54.7          	3.491378e-05	2.346569e-04	1.779547e-04	3.787586e-04	2.909498e-04
54.75         	3.525869e-05	2.344180e-04	1.778304e-04	3.785000e-04	2.909653e-04
54.8          	3.462806e-05	2.341796e-04	1.777061e-04	3.782418e-04	2.909812e-04
54.85         	3.481526e-05	2.339417e-04	1.775816e-04	3.779841e-04	2.909967e-04
54.9          	3.474413e-05	2.337042e-04	1.774573e-04	3.777268e-04	2.910127e-04
54.95         	3.481398e-05	2.334671e-04	1.773334e-04	3.774700e-04	2.910286e-04
55            	3.527005e-05	2.332306e-04	1.772100e-04	3.772139e-04	2.910439e-04
55.05         	3.430776e-05	2.329944e-04	1.770854e-04	3.769584e-04	2.910598e-04
55.1          	3.459503e-05	2.327587e-04	1.769617e-04	3.767032e-04	2.910756e-04
55.15         	3.419565e-05	2.325234e-04	1.768379e-04	3.764484e-04	2.910914e-04
55.2          	3.467426e-05	2.322886e-04	1.767149e-04	3.761938e-04	2.911068e-04
55.25         	3.499208e-05	2.320543e-04	1.765915e-04	3.759395e-04	2.911234e-04
55.3          	3.731096e-05	2.318204e-04	1.764681e-04	3.756856e-04	2.911391e-04
55.35         	3.939026e-05	2.315871e-04	1.763434e-04	3.754320e-04	2.911560e-04
55.4          	3.638362e-05	2.313540e-04	1.762243e-04	3.751787e-04	2.911719e-04
55.45         	3.568205e-05	2.311213e-04	1.761010e-04	3.749256e-04	2.911886e-04
55.5          	3.457170e-05	2.308893e-04	1.759802e-04	3.746729e-04	2.912052e-04
55.55         	3.550638e-05	2.306575e-04	1.758594e-04	3.744208e-04	2.912215e-04
55.6          	3.667229e-05	2.304264e-04	1.757363e-04	3.741693e-04	2.912385e-04
55.65         	3.688625e-05	2.301955e-04	1.756144e-04	3.739182e-04	2.912549e-04
55.7          	3.647312e-05	2.299649e-04	1.754965e-04	3.736673e-04	2.912713e-04
55.75         	3.956855e-05	2.297350e-04	1.753732e-04	3.734171e-04	2.912880e-04
55.8          	3.937575e-05	2.295056e-04	1.752535e-04	3.731676e-04	2.913049e-04
55.85         	3.514853e-05	2.292764e-04	1.751355e-04	3.729185e-04	2.913212e-04
55.9          	3.445167e-05	2.290477e-04	1.750162e-04	3.726697e-04	2.913380e-04
55.95         	3.381620e-05	2.288195e-04	1.748958e-04	3.724211e-04	2.913546e-04
56            	3.386860e-05	2.285917e-04	1.747758e-04	3.721728e-04	2.913711e-04
56.05         	3.389613e-05	2.283643e-04	1.746559e-04	3.719248e-04	2.913884e-04
56.1          	3.459137e-05	2.281374e-04	1.745356e-04	3.716777e-04	2.914049e-04
56.15         	3.569878e-05	2.279109e-04	1.744146e-04	3.714311e-04	2.914214e-04
56.2          	3.482237e-05	2.276846e-04	1.742980e-04	3.711848e-04	2.914385e-04
56.25         	3.508062e-05	2.274590e-04	1.741819e-04	3.709394e-04	2.914549e-04
56.3          	3.375171e-05	2.272337e-04	1.740666e-04	3.706951e-04	2.914718e-04
56.35         	3.402139e-05	2.270088e-04	1.739487e-04	3.704572e-04	2.914886e-04
56.4          	3.588248e-05	2.267844e-04	1.738310e-04	3.702236e-04	2.915059e-04
56.45         	3.706848e-05	2.265603e-04	1.737139e-04	3.699904e-04	2.915226e-04
56.5          	3.570796e-05	2.263367e-04	1.735952e-04	3.697576e-04	2.915396e-04
56.55         	3.772947e-05	2.261134e-04	1.734790e-04	3.695253e-04	2.915568e-04
56.6          	3.391805e-05	2.258904e-04	1.733647e-04	3.692935e-04	2.915739e-04
56.65         	3.425405e-05	2.256680e-04	1.732475e-04	3.690623e-04	2.915910e-04
56.7          	3.460690e-05	2.254461e-04	1.731303e-04	3.688319e-04	2.916083e-04
56.75         	3.423656e-05	2.252245e-04	1.730146e-04	3.686030e-04	2.916260e-04
56.8          	3.439776e-05	2.250032e-04	1.728990e-04	3.683761e-04	2.916438e-04
56.85         	3.364308e-05	2.247824e-04	1.727826e-04	3.681494e-04	2.916612e-04
56.9          	3.369460e-05	2.245620e-04	1.726665e-04	3.679228e-04	2.916790e-04
56.95         	3.382034e-05	2.243420e-04	1.725509e-04	3.676963e-04	2.916968e-04
57            	3.311029e-05	2.241223e-04	1.724356e-04	3.674698e-04	2.917143e-04
57.05         	3.311621e-05	2.239032e-04	1.723206e-04	3.672435e-04	2.917325e-04
57.1          	3.334622e-05	2.236843e-04	1.722058e-04	3.670172e-04	2.917504e-04
57.15         	3.508473e-05	2.234659e-04	1.720911e-04	3.667911e-04	2.917683e-04
57.2          	3.724414e-05	2.232480e-04	1.719749e-04	3.665652e-04	2.917867e-04
57.25         	3.567556e-05	2.230304e-04	1.718635e-04	3.663394e-04	2.918052e-04
57.3          	3.572879e-05	2.228130e-04	1.717503e-04	3.661137e-04	2.918244e-04
57.35         	3.702906e-05	2.225963e-04	1.716330e-04	3.658882e-04	2.918442e-04
57.4          	3.460432e-05	2.223800e-04	1.715208e-04	3.656628e-04	2.918631e-04
57.45         	3.433768e-05	2.221638e-04	1.714076e-04	3.654374e-04	2.918828e-04
57.5          	3.454320e-05	2.219481e-04	1.712935e-04	3.652122e-04	2.919024e-04
57.55         	3.393421e-05	2.217329e-04	1.711806e-04	3.649871e-04	2.919216e-04
57.6          	3.347881e-05	2.215179e-04	1.710664e-04	3.647622e-04	2.919407e-04
57.65         	3.402874e-05	2.213035e-04	1.709531e-04	3.645373e-04	2.919604e-04
57.7          	3.549734e-05	2.210895e-04	1.708397e-04	3.643127e-04	2.919797e-04
57.75         	3.766343e-05	2.208758e-04	1.707248e-04	3.640882e-04	2.919992e-04
57.8          	3.603222e-05	2.206624e-04	1.706167e-04	3.638638e-04	2.920184e-04
57.85         	3.524937e-05	2.204493e-04	1.705029e-04	3.636396e-04	2.920380e-04
57.9          	3.592882e-05	2.202368e-04	1.703903e-04	3.634155e-04	2.920568e-04
57.95         	3.624769e-05	2.200246e-04	1.702748e-04	3.631915e-04	2.920762e-04
58            	3.499057e-05	2.198129e-04	1.701652e-04	3.629676e-04	2.920950e-04
58.05         	3.252203e-05	2.196012e-04	1.700572e-04	3.627438e-04	2.921143e-04
58.1          	3.309337e-05	2.193901e-04	1.699490e-04	3.625202e-04	2.921336e-04
58.15         	3.260991e-05	2.191794e-04	1.698353e-04	3.622967e-04	2.921523e-04
58.2          	3.269125e-05	2.189692e-04	1.697239e-04	3.620734e-04	2.921717e-04
58.25         	3.307105e-05	2.187593e-04	1.696121e-04	3.618501e-04	2.921903e-04
58.3          	3.391791e-05	2.185497e-04	1.695008e-04	3.616269e-04	2.922091e-04
58.35         	3.502083e-05	2.183406e-04	1.693887e-04	3.614038e-04	2.922283e-04
58.4          	3.249696e-05	2.181315e-04	1.692835e-04	3.611808e-04	2.922469e-04
58.45         	3.335495e-05	2.179231e-04	1.691736e-04	3.609578e-04	2.922657e-04
58.5          	3.354276e-05	2.177150e-04	1.690634e-04	3.607349e-04	2.922844e-04
58.55         	3.351726e-05	2.175072e-04	1.689533e-04	3.605120e-04	2.923028e-04
58.6          	3.390773e-05	2.172999e-04	1.688441e-04	3.602893e-04	2.923219e-04
58.65         	3.256537e-05	2.170929e-04	1.687340e-04	3.600667e-04	2.923401e-04
58.7          	3.260304e-05	2.168862e-04	1.686250e-04	3.598442e-04	2.923588e-04
58.75         	3.249112e-05	2.166799e-04	1.685160e-04	3.596218e-04	2.923770e-04
58.8          	3.257366e-05	2.164740e-04	1.684073e-04	3.593995e-04	2.923958e-04
58.85         	3.285919e-05	2.162685e-04	1.682976e-04	3.591774e-04	2.924139e-04
58.9          	3.276129e-05	2.160633e-04	1.681889e-04	3.589553e-04	2.924326e-04
58.95         	3.441176e-05	2.158585e-04	1.680800e-04	3.587334e-04	2.924508e-04
59            	3.367347e-05	2.156539e-04	1.679751e-04	3.585116e-04	2.924688e-04
59.05         	3.344752e-05	2.154497e-04	1.678655e-04	3.582900e-04	2.924872e-04
59.1          	3.469584e-05	2.152461e-04	1.677593e-04	3.580685e-04	2.925054e-04
59.15         	3.381048e-05	2.150425e-04	1.676530e-04	3.578472e-04	2.925233e-04
59.2          	3.336193e-05	2.148395e-04	1.675456e-04	3.576267e-04	2.925415e-04
59.25         	3.293320e-05	2.146368e-04	1.674405e-04	3.574063e-04	2.925593e-04
59.3          	3.250702e-05	2.144344e-04	1.673333e-04	3.571861e-04	2.925773e-04
59.35         	3.242312e-05	2.142325e-04	1.672260e-04	3.569661e-04	2.925952e-04
59.4          	3.256530e-05	2.140309e-04	1.671192e-04	3.567464e-04	2.926132e-04
59.45         	3.371643e-05	2.138296e-04	1.670123e-04	3.565268e-04	2.926307e-04
59.5          	3.539942e-05	2.136288e-04	1.669036e-04	3.563075e-04	2.926487e-04
59.55         	3.777329e-05	2.134283e-04	1.667977e-04	3.560882e-04	2.926664e-04
59.6          	3.827520e-05	2.132279e-04	1.666914e-04	3.558692e-04	2.926842e-04
59.65         	3.750938e-05	2.130281e-04	1.665870e-04	3.556504e-04	2.927017e-04
59.7          	3.652094e-05	2.128286e-04	1.664819e-04	3.554318e-04	2.927193e-04
59.75         	3.628847e-05	2.126294e-04	1.663787e-04	3.552134e-04	2.927369e-04
59.8          	3.296155e-05	2.124305e-04	1.662784e-04	3.549952e-04	2.927546e-04
59.85         	3.324508e-05	2.122319e-04	1.661728e-04	3.547771e-04	2.927722e-04
59.9          	3.405782e-05	2.120339e-04	1.660664e-04	3.545594e-04	2.927896e-04
59.95         	3.517559e-05	2.118361e-04	1.659594e-04	3.543422e-04	2.928072e-04
60            	3.273074e-05	2.116386e-04	1.658586e-04	3.541252e-04	2.928247e-04
60.05         	3.308389e-05	2.114415e-04	1.657548e-04	3.539085e-04	2.928422e-04
60.1          	3.334762e-05	2.112448e-04	1.656492e-04	3.536920e-04	2.928597e-04
60.15         	3.268511e-05	2.110484e-04	1.655446e-04	3.534757e-04	2.928773e-04
60.2          	3.301324e-05	2.108524e-04	1.654402e-04	3.532598e-04	2.928947e-04
60.25         	3.279658e-05	2.106568e-04	1.653332e-04	3.530441e-04	2.929118e-04
60.3          	3.445047e-05	2.104614e-04	1.652310e-04	3.528286e-04	2.929295e-04
60.35         	3.246679e-05	2.102664e-04	1.651296e-04	3.526133e-04	2.929474e-04
60.4          	3.286084e-05	2.100718e-04	1.650254e-04	3.523983e-04	2.929645e-04
60.45         	3.310098e-05	2.098775e-04	1.649206e-04	3.521836e-04	2.929824e-04
60.5          	3.362988e-05	2.096835e-04	1.648181e-04	3.519690e-04	2.930003e-04
60.55         	3.459309e-05	2.094899e-04	1.647145e-04	3.517548e-04	2.930180e-04
60.6          	3.531904e-05	2.092966e-04	1.646109e-04	3.515408e-04	2.930358e-04
60.65         	3.579801e-05	2.091037e-04	1.645068e-04	3.513271e-04	2.930531e-04
60.7          	3.327025e-05	2.089110e-04	1.644070e-04	3.511138e-04	2.930708e-04
60.75         	3.404132e-05	2.087186e-04	1.643043e-04	3.509007e-04	2.930886e-04
60.8          	3.192886e-05	2.085266e-04	1.642031e-04	3.506880e-04	2.931060e-04
60.85         	3.189956e-05	2.083349e-04	1.641009e-04	3.504757e-04	2.931237e-04
60.9          	3.200475e-05	2.081435e-04	1.639988e-04	3.502638e-04	2.931409e-04
60.95         	3.283202e-05	2.079525e-04	1.638966e-04	3.500524e-04	2.931582e-04
61            	3.275653e-05	2.077619e-04	1.637936e-04	3.498412e-04	2.931760e-04
61.05         	3.294277e-05	2.075714e-04	1.636938e-04	3.496302e-04	2.931935e-04
61.1          	3.204472e-05	2.073813e-04	1.635934e-04	3.494195e-04	2.932111e-04
61.15         	3.284661e-05	2.071916e-04	1.634918e-04	3.492090e-04	2.932283e-04
61.2          	3.391806e-05	2.070022e-04	1.633897e-04	3.489986e-04	2.932461e-04
61.25         	3.667814e-05	2.068131e-04	1.632898e-04	3.487885e-04	2.932636e-04
61.3          	3.642708e-05	2.066242e-04	1.631906e-04	3.485787e-04	2.932807e-04
61.35         	3.797164e-05	2.064359e-04	1.630915e-04	3.483690e-04	2.932981e-04
61.4          	3.377058e-05	2.062476e-04	1.629880e-04	3.481595e-04	2.933153e-04
61.45         	3.388295e-05	2.060599e-04	1.628866e-04	3.479503e-04	2.933325e-04
61.5          	3.317039e-05	2.058722e-04	1.627862e-04	3.477413e-04	2.933498e-04
61.55         	3.157378e-05	2.056850e-04	1.626888e-04	3.475325e-04	2.933670e-04
61.6          	3.173694e-05	2.054981e-04	1.625883e-04	3.473239e-04	2.933843e-04
61.65         	3.177481e-05	2.053115e-04	1.624879e-04	3.471155e-04	2.934013e-04
61.7          	3.280533e-05	2.051253e-04	1.623877e-04	3.469075e-04	2.934183e-04
61.75         	3.230661e-05	2.049393e-04	1.622869e-04	3.467001e-04	2.934358e-04
61.8          	3.344026e-05	2.047536e-04	1.621872e-04	3.464929e-04	2.934528e-04
61.85         	3.147207e-05	2.045683e-04	1.620906e-04	3.462859e-04	2.934701e-04
61.9          	3.201169e-05	2.043832e-04	1.619916e-04	3.460791e-04	2.934869e-04
61.95         	3.244251e-05	2.041985e-04	1.618914e-04	3.458726e-04	2.935041e-04
62            	3.200301e-05	2.040141e-04	1.617922e-04	3.456662e-04	2.935215e-04
62.05         	3.154731e-05	2.038299e-04	1.616933e-04	3.454601e-04	2.935395e-04
62.1          	3.194050e-05	2.036460e-04	1.615945e-04	3.452542e-04	2.935608e-04
62.15         	3.212468e-05	2.034625e-04	1.614954e-04	3.450485e-04	2.935825e-04
62.2          	3.408284e-05	2.032793e-04	1.613964e-04	3.448431e-04	2.936042e-04
62.25         	3.204527e-05	2.030963e-04	1.613007e-04	3.446378e-04	2.936256e-04
62.3          	3.224302e-05	2.029136e-04	1.612030e-04	3.444328e-04	2.936477e-04
62.35         	3.298057e-05	2.027313e-04	1.611042e-04	3.442279e-04	2.936689e-04
62.4          	3.393379e-05	2.025494e-04	1.610042e-04	3.440233e-04	2.936908e-04
62.45         	3.145120e-05	2.023676e-04	1.609104e-04	3.438189e-04	2.937124e-04
62.5          	3.230142e-05	2.021861e-04	1.608125e-04	3.436147e-04	2.937339e-04
62.55         	3.212778e-05	2.020050e-04	1.607140e-04	3.434107e-04	2.937556e-04
62.6          	3.345686e-05	2.018242e-04	1.606167e-04	3.432070e-04	2.937775e-04
62.65         	3.180178e-05	2.016436e-04	1.605231e-04	3.430034e-04	2.937993e-04
62.7          	3.218284e-05	2.014633e-04	1.604258e-04	3.428001e-04	2.938209e-04
62.75         	3.343736e-05	2.012834e-04	1.603285e-04	3.425969e-04	2.938426e-04
62.8          	3.353250e-05	2.011038e-04	1.602310e-04	3.423940e-04	2.938644e-04
62.85         	3.364519e-05	2.009244e-04	1.601314e-04	3.421913e-04	2.938859e-04
62.9          	3.413639e-05	2.007453e-04	1.600389e-04	3.419888e-04	2.939078e-04
62.95         	3.191586e-05	2.005664e-04	1.599475e-04	3.417865e-04	2.939292e-04
63            	3.193991e-05	2.003880e-04	1.598503e-04	3.415844e-04	2.939510e-04
63.05         	3.346993e-05	2.002098e-04	1.597533e-04	3.413826e-04	2.939723e-04
63.1          	3.134264e-05	2.000318e-04	1.596605e-04	3.411809e-04	2.939937e-04
63.15         	3.153838e-05	1.998542e-04	1.595644e-04	3.409794e-04	2.940156e-04
63.2          	3.280773e-05	1.996769e-04	1.594683e-04	3.407783e-04	2.940366e-04
63.25         	3.483361e-05	1.995000e-04	1.593699e-04	3.405777e-04	2.940582e-04
63.3          	3.278860e-05	1.993232e-04	1.592772e-04	3.403773e-04	2.940796e-04
63.35         	3.273295e-05	1.991465e-04	1.591848e-04	3.401771e-04	2.941013e-04
63.4          	3.295228e-05	1.989705e-04	1.590898e-04	3.399772e-04	2.941226e-04
63.45         	3.360956e-05	1.987947e-04	1.589929e-04	3.397774e-04	2.941442e-04
63.5          	3.321732e-05	1.986191e-04	1.588995e-04	3.395779e-04	2.941657e-04
