# Residuals   
# Time        	p             	Ux            	Uz            	k             	epsilon       
0             	N/A	N/A	N/A	N/A
1.15          	1.808503e-02	1.615634e-02	5.382343e-03	1.313194e-02	4.491490e-04
1.2           	1.728697e-02	1.566558e-02	5.209729e-03	1.301103e-02	4.376619e-04
1.25          	1.654989e-02	1.519375e-02	5.043936e-03	1.289140e-02	4.263409e-04
1.3           	1.604600e-02	1.474020e-02	4.885073e-03	1.277312e-02	4.152183e-04
1.35          	1.512060e-02	1.430506e-02	4.736918e-03	1.265610e-02	4.050705e-04
1.4           	1.446910e-02	1.388995e-02	4.599350e-03	1.254036e-02	4.044697e-04
1.45          	1.377302e-02	1.349434e-02	4.468426e-03	1.242589e-02	4.098892e-04
1.5           	1.323590e-02	1.311641e-02	4.345042e-03	1.231226e-02	4.157487e-04
1.55          	1.267922e-02	1.275426e-02	4.227021e-03	1.219936e-02	4.213207e-04
1.6           	1.222371e-02	1.240894e-02	4.115701e-03	1.208789e-02	4.265132e-04
1.65          	1.191729e-02	1.207705e-02	4.009733e-03	1.197774e-02	4.314168e-04
1.7           	1.147846e-02	1.176092e-02	3.910014e-03	1.186866e-02	4.358416e-04
1.75          	1.133782e-02	1.145814e-02	3.814824e-03	1.176024e-02	4.398653e-04
1.8           	1.101015e-02	1.116810e-02	3.723820e-03	1.165218e-02	4.435358e-04
1.85          	1.069397e-02	1.088976e-02	3.634927e-03	1.152072e-02	4.467450e-04
1.9           	1.032770e-02	1.062383e-02	3.550711e-03	1.111859e-02	4.495140e-04
1.95          	1.006991e-02	1.036871e-02	3.471878e-03	1.072645e-02	4.518586e-04
2             	9.772180e-03	1.012306e-02	3.395387e-03	1.035042e-02	4.538060e-04
2.05          	9.357309e-03	9.887167e-03	3.322277e-03	9.994954e-03	4.553637e-04
2.1           	8.809569e-03	9.659698e-03	3.251444e-03	9.659169e-03	4.565515e-04
2.15          	8.329434e-03	9.441157e-03	3.183411e-03	9.341434e-03	4.573853e-04
2.2           	7.789704e-03	9.230544e-03	3.116695e-03	9.040412e-03	4.578880e-04
2.25          	7.421918e-03	9.028242e-03	3.052325e-03	8.754903e-03	4.580687e-04
2.3           	7.018636e-03	8.832995e-03	2.990071e-03	8.483837e-03	4.579453e-04
2.35          	6.572492e-03	8.645312e-03	2.929652e-03	8.226257e-03	4.575367e-04
2.4           	6.205403e-03	8.464128e-03	2.870221e-03	7.981236e-03	4.568421e-04
2.45          	5.931753e-03	8.289423e-03	2.814631e-03	7.747943e-03	4.558972e-04
2.5           	5.696544e-03	8.121082e-03	2.761818e-03	7.526320e-03	4.547034e-04
2.55          	5.331181e-03	7.958606e-03	2.710472e-03	7.315715e-03	4.532739e-04
2.6           	5.030680e-03	7.801542e-03	2.659235e-03	7.115253e-03	4.516258e-04
2.65          	4.748992e-03	7.649781e-03	2.608940e-03	6.924657e-03	4.497730e-04
2.7           	4.438528e-03	7.503253e-03	2.560110e-03	6.786811e-03	4.478695e-04
2.75          	4.192999e-03	7.361587e-03	2.513672e-03	6.658358e-03	4.462165e-04
2.8           	3.964853e-03	7.224642e-03	2.467945e-03	6.533756e-03	4.443826e-04
2.85          	3.717911e-03	7.091927e-03	2.424084e-03	6.412832e-03	4.423747e-04
2.9           	3.542016e-03	6.963544e-03	2.381423e-03	6.295429e-03	4.402019e-04
2.95          	3.372135e-03	6.839214e-03	2.340126e-03	6.181398e-03	4.378794e-04
3             	3.176206e-03	6.718637e-03	2.299580e-03	6.070611e-03	4.354295e-04
3.05          	3.021282e-03	6.601785e-03	2.260084e-03	5.962942e-03	4.328408e-04
3.1           	2.833585e-03	6.488447e-03	2.221795e-03	5.858247e-03	4.301348e-04
3.15          	2.675427e-03	6.378611e-03	2.184619e-03	5.756413e-03	4.273133e-04
3.2           	2.576358e-03	6.271989e-03	2.148269e-03	5.657327e-03	4.243741e-04
3.25          	2.422511e-03	6.168443e-03	2.113009e-03	5.560885e-03	4.213291e-04
3.3           	2.279031e-03	6.067820e-03	2.078363e-03	5.466991e-03	4.181824e-04
3.35          	2.211526e-03	5.970063e-03	2.044825e-03	5.375548e-03	4.149429e-04
3.4           	2.082628e-03	5.875034e-03	2.012287e-03	5.286469e-03	4.116197e-04
3.45          	1.979894e-03	5.782560e-03	1.980236e-03	5.194885e-03	4.082128e-04
3.5           	1.876178e-03	5.692569e-03	1.949300e-03	5.103382e-03	4.046536e-04
3.55          	1.778422e-03	5.605041e-03	1.918837e-03	5.014521e-03	4.009972e-04
3.6           	1.709955e-03	5.519769e-03	1.889334e-03	4.928253e-03	3.972918e-04
3.65          	1.628174e-03	5.436747e-03	1.860739e-03	4.844470e-03	3.935342e-04
3.7           	1.552202e-03	5.355754e-03	1.832695e-03	4.763079e-03	3.897488e-04
3.75          	1.489770e-03	5.276851e-03	1.805724e-03	4.683983e-03	3.859669e-04
3.8           	1.447834e-03	5.199917e-03	1.779144e-03	4.607089e-03	3.821467e-04
3.85          	1.443378e-03	5.124779e-03	1.753433e-03	4.532320e-03	3.782983e-04
3.9           	1.266315e-03	5.051518e-03	1.728510e-03	4.459672e-03	3.744164e-04
3.95          	1.189260e-03	4.980405e-03	1.703930e-03	4.388985e-03	3.705160e-04
4             	1.132282e-03	4.911300e-03	1.680210e-03	4.320188e-03	3.665936e-04
4.05          	1.082340e-03	4.843940e-03	1.656988e-03	4.253212e-03	3.626501e-04
4.1           	1.051490e-03	4.778233e-03	1.634444e-03	4.187991e-03	3.586997e-04
4.15          	1.024623e-03	4.714214e-03	1.612595e-03	4.124462e-03	3.547267e-04
4.2           	9.582968e-04	4.651638e-03	1.590957e-03	4.062562e-03	3.508031e-04
4.25          	9.216697e-04	4.590508e-03	1.570011e-03	4.002239e-03	3.473187e-04
4.3           	8.921658e-04	4.530918e-03	1.549707e-03	3.943434e-03	3.440539e-04
4.35          	8.625060e-04	4.472643e-03	1.529732e-03	3.886098e-03	3.409404e-04
4.4           	8.201304e-04	4.415711e-03	1.510419e-03	3.830180e-03	3.379432e-04
4.45          	7.658572e-04	4.360062e-03	1.491401e-03	3.775637e-03	3.350032e-04
4.5           	7.366708e-04	4.305672e-03	1.472891e-03	3.722425e-03	3.321068e-04
4.55          	7.345753e-04	4.252431e-03	1.454880e-03	3.670497e-03	3.291987e-04
4.6           	6.757109e-04	4.200395e-03	1.437163e-03	3.619810e-03	3.262881e-04
4.65          	6.601349e-04	4.149478e-03	1.419993e-03	3.570327e-03	3.233661e-04
4.7           	6.348569e-04	4.099691e-03	1.403370e-03	3.522006e-03	3.204356e-04
4.75          	6.028301e-04	4.050903e-03	1.386938e-03	3.474811e-03	3.174997e-04
4.8           	5.873325e-04	4.003120e-03	1.371007e-03	3.428706e-03	3.145495e-04
4.85          	5.618069e-04	3.956327e-03	1.355484e-03	3.383659e-03	3.115958e-04
4.9           	5.411840e-04	3.910492e-03	1.340251e-03	3.339640e-03	3.086363e-04
4.95          	5.137178e-04	3.865607e-03	1.325411e-03	3.296614e-03	3.056658e-04
5             	5.046501e-04	3.821671e-03	1.310943e-03	3.254553e-03	3.026953e-04
5.05          	4.899602e-04	3.778623e-03	1.296877e-03	3.213427e-03	2.997221e-04
5.1           	4.699362e-04	3.736433e-03	1.282998e-03	3.173210e-03	2.967451e-04
5.15          	4.498528e-04	3.695091e-03	1.269502e-03	3.133872e-03	2.937652e-04
5.2           	4.410779e-04	3.654553e-03	1.256276e-03	3.095389e-03	2.907835e-04
5.25          	4.360700e-04	3.614859e-03	1.243279e-03	3.057738e-03	2.878027e-04
5.3           	4.090485e-04	3.575874e-03	1.230724e-03	3.020892e-03	2.848215e-04
5.35          	4.066252e-04	3.537691e-03	1.218427e-03	2.984831e-03	2.818402e-04
5.4           	3.857270e-04	3.500191e-03	1.206461e-03	2.949530e-03	2.788625e-04
5.45          	3.826074e-04	3.463418e-03	1.194611e-03	2.914969e-03	2.758867e-04
5.5           	3.784618e-04	3.427344e-03	1.183073e-03	2.881127e-03	2.729139e-04
5.55          	3.892329e-04	3.391946e-03	1.171864e-03	2.847986e-03	2.699453e-04
5.6           	3.467962e-04	3.357182e-03	1.160681e-03	2.815525e-03	2.669790e-04
5.65          	3.337713e-04	3.323025e-03	1.149902e-03	2.783727e-03	2.640211e-04
5.7           	3.434134e-04	3.289530e-03	1.139350e-03	2.752575e-03	2.610631e-04
5.75          	3.240388e-04	3.256606e-03	1.128800e-03	2.722052e-03	2.581218e-04
5.8           	3.088925e-04	3.224259e-03	1.118602e-03	2.692148e-03	2.551872e-04
5.85          	2.995484e-04	3.192512e-03	1.108689e-03	2.662976e-03	2.522606e-04
5.9           	2.964734e-04	3.161313e-03	1.099000e-03	2.634386e-03	2.493397e-04
5.95          	2.843469e-04	3.130661e-03	1.089562e-03	2.606357e-03	2.464257e-04
6             	2.836525e-04	3.100532e-03	1.080336e-03	2.578872e-03	2.435336e-04
6.05          	2.671545e-04	3.070907e-03	1.071313e-03	2.551912e-03	2.406621e-04
6.1           	2.613410e-04	3.041794e-03	1.062511e-03	2.525464e-03	2.377953e-04
6.15          	2.567619e-04	3.013170e-03	1.053891e-03	2.499519e-03	2.349419e-04
6.2           	2.504368e-04	2.985026e-03	1.045463e-03	2.474106e-03	2.320952e-04
6.25          	2.936535e-04	2.957348e-03	1.037219e-03	2.449172e-03	2.292675e-04
6.3           	2.441505e-04	2.930101e-03	1.028882e-03	2.424703e-03	2.307190e-04
6.35          	2.397027e-04	2.903310e-03	1.021102e-03	2.400687e-03	2.331904e-04
6.4           	2.385812e-04	2.877008e-03	1.013489e-03	2.377117e-03	2.356490e-04
6.45          	2.306059e-04	2.851115e-03	1.006050e-03	2.353989e-03	2.380809e-04
6.5           	2.408537e-04	2.825633e-03	9.987556e-04	2.331295e-03	2.404879e-04
6.55          	2.212762e-04	2.800565e-03	9.914575e-04	2.309059e-03	2.428720e-04
6.6           	2.257471e-04	2.775870e-03	9.844628e-04	2.287372e-03	2.452392e-04
6.65          	2.364170e-04	2.751573e-03	9.776113e-04	2.266104e-03	2.475835e-04
6.7           	2.068038e-04	2.727640e-03	9.708908e-04	2.245248e-03	2.499024e-04
6.75          	2.032115e-04	2.704057e-03	9.643309e-04	2.228037e-03	2.522322e-04
6.8           	1.991242e-04	2.680872e-03	9.579074e-04	2.211659e-03	2.546566e-04
6.85          	2.038228e-04	2.658042e-03	9.516134e-04	2.195493e-03	2.570602e-04
6.9           	2.025278e-04	2.635576e-03	9.454379e-04	2.179536e-03	2.594383e-04
6.95          	1.945772e-04	2.613458e-03	9.393980e-04	2.163786e-03	2.617908e-04
7             	1.952904e-04	2.591684e-03	9.334702e-04	2.148238e-03	2.641173e-04
7.05          	1.889755e-04	2.570229e-03	9.276658e-04	2.132891e-03	2.664239e-04
7.1           	1.869756e-04	2.549107e-03	9.219601e-04	2.117739e-03	2.687024e-04
7.15          	1.833533e-04	2.528303e-03	9.163759e-04	2.102782e-03	2.709617e-04
7.2           	1.865898e-04	2.507808e-03	9.108937e-04	2.088015e-03	2.731944e-04
7.25          	1.837248e-04	2.487618e-03	9.055244e-04	2.073436e-03	2.754026e-04
7.3           	1.832863e-04	2.467711e-03	9.002777e-04	2.059042e-03	2.775850e-04
7.35          	1.755495e-04	2.448084e-03	8.951086e-04	2.044830e-03	2.797417e-04
7.4           	1.734141e-04	2.428735e-03	8.900493e-04	2.030798e-03	2.818739e-04
7.45          	1.682056e-04	2.409658e-03	8.850612e-04	2.016943e-03	2.839394e-04
7.5           	1.639128e-04	2.390845e-03	8.801715e-04	2.003261e-03	2.859080e-04
7.55          	1.632144e-04	2.372289e-03	8.753717e-04	1.989749e-03	2.878517e-04
7.6           	1.592611e-04	2.353982e-03	8.706574e-04	1.976406e-03	2.897791e-04
7.65          	1.585569e-04	2.335923e-03	8.660165e-04	1.963225e-03	2.916852e-04
7.7           	1.583717e-04	2.318105e-03	8.614690e-04	1.950026e-03	2.935630e-04
7.75          	1.669114e-04	2.300526e-03	8.569812e-04	1.936956e-03	2.954173e-04
7.8           	1.522388e-04	2.283169e-03	8.523885e-04	1.923838e-03	2.972461e-04
7.85          	1.492377e-04	2.266058e-03	8.480110e-04	1.910879e-03	2.990466e-04
7.9           	1.496207e-04	2.249154e-03	8.437186e-04	1.898076e-03	3.008251e-04
7.95          	1.495945e-04	2.232477e-03	8.394863e-04	1.885428e-03	3.025841e-04
8             	1.507263e-04	2.216013e-03	8.353157e-04	1.872939e-03	3.043157e-04
8.05          	1.456837e-04	2.199761e-03	8.312118e-04	1.860602e-03	3.060236e-04
8.1           	1.435902e-04	2.183714e-03	8.271444e-04	1.848412e-03	3.077017e-04
8.15          	1.398923e-04	2.167873e-03	8.231268e-04	1.836367e-03	3.093698e-04
8.2           	1.388742e-04	2.152233e-03	8.191500e-04	1.824466e-03	3.110262e-04
8.25          	1.389572e-04	2.136792e-03	8.152218e-04	1.812706e-03	3.126605e-04
8.3           	1.377203e-04	2.121546e-03	8.113383e-04	1.801085e-03	3.142712e-04
8.35          	1.526411e-04	2.106489e-03	8.075127e-04	1.789601e-03	3.158538e-04
8.4           	1.403149e-04	2.091616e-03	8.038065e-04	1.778253e-03	3.174125e-04
8.45          	1.326650e-04	2.076922e-03	8.000211e-04	1.767038e-03	3.189475e-04
8.5           	1.294036e-04	2.062416e-03	7.962801e-04	1.755954e-03	3.204544e-04
8.55          	1.302300e-04	2.048080e-03	7.926107e-04	1.744999e-03	3.219413e-04
8.6           	1.296202e-04	2.033911e-03	7.890066e-04	1.734171e-03	3.234142e-04
8.65          	1.294425e-04	2.019906e-03	7.854420e-04	1.723469e-03	3.248623e-04
8.7           	1.305344e-04	2.006071e-03	7.819153e-04	1.712890e-03	3.262889e-04
8.75          	1.246814e-04	1.992396e-03	7.784146e-04	1.702433e-03	3.276901e-04
8.8           	1.412738e-04	1.978879e-03	7.749813e-04	1.692096e-03	3.291098e-04
8.85          	1.280357e-04	1.965720e-03	7.716291e-04	1.681878e-03	3.305490e-04
8.9           	1.231370e-04	1.952991e-03	7.682859e-04	1.671447e-03	3.319872e-04
8.95          	1.211784e-04	1.940417e-03	7.649720e-04	1.660931e-03	3.334246e-04
9             	1.198105e-04	1.927994e-03	7.616866e-04	1.650558e-03	3.348339e-04
9.05          	1.194058e-04	1.915720e-03	7.584387e-04	1.640324e-03	3.362198e-04
9.1           	1.274760e-04	1.903605e-03	7.552280e-04	1.630225e-03	3.375989e-04
9.15          	1.477905e-04	1.891641e-03	7.520589e-04	1.620259e-03	3.389675e-04
9.2           	1.266169e-04	1.879829e-03	7.489701e-04	1.610422e-03	3.403215e-04
9.25          	1.231734e-04	1.868146e-03	7.458256e-04	1.600714e-03	3.416605e-04
9.3           	1.180133e-04	1.856599e-03	7.427599e-04	1.591130e-03	3.429795e-04
9.35          	1.176340e-04	1.845182e-03	7.397140e-04	1.581670e-03	3.442760e-04
9.4           	1.146801e-04	1.833893e-03	7.366907e-04	1.572324e-03	3.455565e-04
9.45          	1.151071e-04	1.822727e-03	7.337056e-04	1.563090e-03	3.468110e-04
9.5           	1.147191e-04	1.811682e-03	7.307696e-04	1.553973e-03	3.480464e-04
9.55          	1.127494e-04	1.800761e-03	7.278423e-04	1.544970e-03	3.492588e-04
9.6           	1.117654e-04	1.789958e-03	7.249547e-04	1.536080e-03	3.504491e-04
9.65          	1.113868e-04	1.779272e-03	7.220901e-04	1.527309e-03	3.516152e-04
9.7           	1.122849e-04	1.768700e-03	7.192523e-04	1.518682e-03	3.527620e-04
9.75          	1.110026e-04	1.758242e-03	7.164449e-04	1.510161e-03	3.538834e-04
9.8           	1.109037e-04	1.747896e-03	7.136524e-04	1.501744e-03	3.549838e-04
9.85          	1.084649e-04	1.737657e-03	7.108954e-04	1.493429e-03	3.560626e-04
9.9           	1.068966e-04	1.727526e-03	7.081600e-04	1.485214e-03	3.571201e-04
9.95          	1.041659e-04	1.717501e-03	7.054545e-04	1.477097e-03	3.581557e-04
10            	1.029909e-04	1.707579e-03	7.027747e-04	1.469077e-03	3.591694e-04
10.05         	1.036289e-04	1.697760e-03	7.001143e-04	1.461151e-03	3.601596e-04
10.1          	1.032410e-04	1.688041e-03	6.974795e-04	1.453320e-03	3.611259e-04
10.15         	1.018503e-04	1.678421e-03	6.948684e-04	1.445580e-03	3.620710e-04
10.2          	1.007415e-04	1.668899e-03	6.922950e-04	1.437930e-03	3.629950e-04
10.25         	1.006150e-04	1.659472e-03	6.897476e-04	1.430369e-03	3.638971e-04
10.3          	1.005968e-04	1.650140e-03	6.872182e-04	1.422896e-03	3.647805e-04
10.35         	1.008409e-04	1.640901e-03	6.847127e-04	1.415507e-03	3.656429e-04
10.4          	1.006670e-04	1.631753e-03	6.822206e-04	1.408203e-03	3.664828e-04
10.45         	1.003544e-04	1.622694e-03	6.797528e-04	1.400981e-03	3.673035e-04
10.5          	1.015207e-04	1.613724e-03	6.773036e-04	1.393840e-03	3.681037e-04
10.55         	9.891925e-05	1.604842e-03	6.748707e-04	1.386780e-03	3.688841e-04
10.6          	9.953264e-05	1.596049e-03	6.724636e-04	1.379799e-03	3.696442e-04
10.65         	1.007449e-04	1.587342e-03	6.700637e-04	1.372895e-03	3.703826e-04
10.7          	9.875367e-05	1.578720e-03	6.676948e-04	1.366068e-03	3.711052e-04
10.75         	1.006026e-04	1.570179e-03	6.653549e-04	1.359318e-03	3.718054e-04
10.8          	9.687932e-05	1.561723e-03	6.630249e-04	1.352641e-03	3.724863e-04
10.85         	9.580477e-05	1.553347e-03	6.607218e-04	1.346037e-03	3.731495e-04
10.9          	9.418507e-05	1.545052e-03	6.584363e-04	1.339504e-03	3.737921e-04
10.95         	9.458510e-05	1.536837e-03	6.561721e-04	1.333042e-03	3.744190e-04
11            	9.520269e-05	1.528702e-03	6.539236e-04	1.326649e-03	3.750240e-04
11.05         	9.691683e-05	1.520647e-03	6.516958e-04	1.320325e-03	3.756114e-04
11.1          	1.013964e-04	1.512670e-03	6.494815e-04	1.314067e-03	3.761805e-04
11.15         	9.802118e-05	1.504767e-03	6.473100e-04	1.307876e-03	3.767303e-04
11.2          	9.587188e-05	1.496941e-03	6.451475e-04	1.301751e-03	3.772564e-04
11.25         	9.380629e-05	1.489193e-03	6.430139e-04	1.295694e-03	3.777701e-04
11.3          	1.093962e-04	1.481518e-03	6.408856e-04	1.289736e-03	3.782634e-04
11.35         	9.981496e-05	1.473913e-03	6.386754e-04	1.283846e-03	3.787382e-04
11.4          	1.025862e-04	1.466388e-03	6.365834e-04	1.278017e-03	3.792065e-04
11.45         	1.056768e-04	1.458926e-03	6.345305e-04	1.272246e-03	3.796533e-04
11.5          	1.054336e-04	1.451533e-03	6.323634e-04	1.266534e-03	3.800850e-04
11.55         	9.385320e-05	1.444213e-03	6.302173e-04	1.260879e-03	3.804986e-04
11.6          	9.421299e-05	1.436959e-03	6.281505e-04	1.255282e-03	3.808967e-04
11.65         	9.118750e-05	1.429772e-03	6.261331e-04	1.249742e-03	3.812768e-04
11.7          	9.295144e-05	1.422653e-03	6.241191e-04	1.244258e-03	3.816415e-04
11.75         	1.022263e-04	1.415600e-03	6.221162e-04	1.238835e-03	3.819887e-04
11.8          	9.050174e-05	1.408611e-03	6.201067e-04	1.233477e-03	3.823236e-04
11.85         	9.194512e-05	1.401691e-03	6.181339e-04	1.228194e-03	3.826384e-04
11.9          	8.978398e-05	1.394828e-03	6.161719e-04	1.222963e-03	3.829393e-04
11.95         	9.008005e-05	1.388027e-03	6.142243e-04	1.217854e-03	3.832692e-04
12            	9.299448e-05	1.381285e-03	6.122800e-04	1.213497e-03	3.836056e-04
12.05         	9.275712e-05	1.374602e-03	6.103380e-04	1.209171e-03	3.839233e-04
12.1          	9.558797e-05	1.367980e-03	6.084851e-04	1.204876e-03	3.842303e-04
12.15         	1.028140e-04	1.361415e-03	6.066590e-04	1.200621e-03	3.845183e-04
12.2          	9.208092e-05	1.354907e-03	6.048819e-04	1.196398e-03	3.847955e-04
12.25         	8.782018e-05	1.348448e-03	6.029867e-04	1.192203e-03	3.850569e-04
12.3          	8.467452e-05	1.342052e-03	6.011410e-04	1.188036e-03	3.853042e-04
12.35         	8.464079e-05	1.335707e-03	5.992973e-04	1.183898e-03	3.855371e-04
12.4          	8.879576e-05	1.329417e-03	5.974694e-04	1.179788e-03	3.857544e-04
12.45         	9.628880e-05	1.323177e-03	5.956508e-04	1.175705e-03	3.859559e-04
12.5          	9.062992e-05	1.316985e-03	5.938431e-04	1.171651e-03	3.861455e-04
12.55         	8.650986e-05	1.310848e-03	5.920386e-04	1.167624e-03	3.863193e-04
12.6          	8.661017e-05	1.304770e-03	5.902526e-04	1.163624e-03	3.864792e-04
12.65         	8.586345e-05	1.298744e-03	5.884788e-04	1.159652e-03	3.866234e-04
12.7          	8.595380e-05	1.292767e-03	5.867173e-04	1.155706e-03	3.867577e-04
12.75         	8.505771e-05	1.286835e-03	5.849707e-04	1.151788e-03	3.868729e-04
12.8          	8.784768e-05	1.280952e-03	5.832449e-04	1.147896e-03	3.869767e-04
12.85         	8.442655e-05	1.275117e-03	5.814764e-04	1.144031e-03	3.870684e-04
12.9          	8.984310e-05	1.269332e-03	5.797320e-04	1.140192e-03	3.871439e-04
12.95         	8.049393e-05	1.263593e-03	5.779595e-04	1.136379e-03	3.872090e-04
13            	8.180499e-05	1.257900e-03	5.762573e-04	1.132593e-03	3.872618e-04
13.05         	8.216536e-05	1.252254e-03	5.745731e-04	1.128832e-03	3.873025e-04
13.1          	8.131688e-05	1.246652e-03	5.728989e-04	1.125096e-03	3.873289e-04
13.15         	8.098727e-05	1.241095e-03	5.712235e-04	1.121386e-03	3.873465e-04
13.2          	7.875908e-05	1.235584e-03	5.695556e-04	1.117709e-03	3.873511e-04
13.25         	7.902600e-05	1.230115e-03	5.678998e-04	1.114060e-03	3.873440e-04
13.3          	7.897361e-05	1.224691e-03	5.662515e-04	1.110435e-03	3.873247e-04
13.35         	7.997010e-05	1.219309e-03	5.646133e-04	1.106834e-03	3.873011e-04
13.4          	8.198456e-05	1.213970e-03	5.629821e-04	1.103258e-03	3.872639e-04
13.45         	7.923501e-05	1.208674e-03	5.613574e-04	1.099707e-03	3.872149e-04
13.5          	7.955709e-05	1.203417e-03	5.597444e-04	1.096179e-03	3.871555e-04
13.55         	8.106507e-05	1.198203e-03	5.581407e-04	1.092675e-03	3.870857e-04
13.6          	7.853701e-05	1.193029e-03	5.565430e-04	1.089194e-03	3.870059e-04
13.65         	7.834803e-05	1.187895e-03	5.549629e-04	1.085737e-03	3.869131e-04
13.7          	7.824740e-05	1.182800e-03	5.533854e-04	1.082303e-03	3.868116e-04
13.75         	8.108205e-05	1.177745e-03	5.518180e-04	1.078892e-03	3.867005e-04
13.8          	7.914495e-05	1.172728e-03	5.502599e-04	1.075504e-03	3.865782e-04
13.85         	8.397111e-05	1.167748e-03	5.487217e-04	1.072138e-03	3.864445e-04
13.9          	7.914455e-05	1.162807e-03	5.471781e-04	1.068794e-03	3.863052e-04
13.95         	7.741376e-05	1.157904e-03	5.456553e-04	1.065473e-03	3.861535e-04
14            	8.175905e-05	1.153036e-03	5.441402e-04	1.062173e-03	3.859938e-04
14.05         	7.630525e-05	1.148206e-03	5.425747e-04	1.058895e-03	3.858251e-04
14.1          	8.241909e-05	1.143412e-03	5.410542e-04	1.055639e-03	3.856485e-04
14.15         	7.590912e-05	1.138653e-03	5.395007e-04	1.052405e-03	3.854618e-04
14.2          	7.573701e-05	1.133930e-03	5.379925e-04	1.049191e-03	3.852663e-04
14.25         	7.550470e-05	1.129242e-03	5.365133e-04	1.045999e-03	3.850588e-04
14.3          	7.470332e-05	1.124588e-03	5.350385e-04	1.042828e-03	3.848443e-04
14.35         	7.639825e-05	1.119971e-03	5.335706e-04	1.039678e-03	3.846206e-04
14.4          	7.413370e-05	1.115388e-03	5.321095e-04	1.036549e-03	3.843900e-04
14.45         	7.500411e-05	1.110838e-03	5.306604e-04	1.033440e-03	3.841476e-04
14.5          	7.449775e-05	1.106322e-03	5.292233e-04	1.030351e-03	3.838989e-04
14.55         	7.630876e-05	1.101840e-03	5.277882e-04	1.027282e-03	3.836437e-04
14.6          	7.434772e-05	1.097390e-03	5.263649e-04	1.024233e-03	3.833790e-04
14.65         	8.435817e-05	1.092972e-03	5.249520e-04	1.021204e-03	3.831093e-04
14.7          	7.942483e-05	1.088583e-03	5.234925e-04	1.018194e-03	3.828312e-04
14.75         	7.237859e-05	1.084228e-03	5.220521e-04	1.015203e-03	3.825438e-04
14.8          	8.097272e-05	1.079906e-03	5.206417e-04	1.012232e-03	3.822541e-04
14.85         	7.494010e-05	1.075614e-03	5.191888e-04	1.009279e-03	3.819694e-04
14.9          	7.515678e-05	1.071354e-03	5.178091e-04	1.006346e-03	3.816859e-04
14.95         	7.539180e-05	1.067123e-03	5.164375e-04	1.003431e-03	3.813986e-04
15            	7.621301e-05	1.062922e-03	5.150708e-04	1.000534e-03	3.811084e-04
15.05         	7.297290e-05	1.058750e-03	5.137011e-04	9.976555e-04	3.808166e-04
15.1          	7.088824e-05	1.054608e-03	5.123434e-04	9.947954e-04	3.805208e-04
15.15         	7.387185e-05	1.050495e-03	5.109927e-04	9.919532e-04	3.802202e-04
15.2          	7.516293e-05	1.046411e-03	5.096454e-04	9.891290e-04	3.799166e-04
15.25         	7.480654e-05	1.042355e-03	5.083237e-04	9.863225e-04	3.796076e-04
15.3          	7.182582e-05	1.038327e-03	5.069597e-04	9.835334e-04	3.792961e-04
15.35         	7.701867e-05	1.034327e-03	5.056196e-04	9.807616e-04	3.789809e-04
15.4          	7.499346e-05	1.030355e-03	5.042543e-04	9.780070e-04	3.786627e-04
15.45         	7.686277e-05	1.026410e-03	5.029264e-04	9.752693e-04	3.783377e-04
