# Residuals   
# Time        	p             	Ux            	Uz            	k             	epsilon       
67.3          	4.390981e-03	2.438484e-04	9.470553e-04	1.306640e-03	3.922972e-04
67.35         	4.412573e-03	2.437549e-04	9.480615e-04	1.307669e-03	3.926760e-04
67.4          	4.384994e-03	2.435875e-04	9.491387e-04	1.308681e-03	3.930405e-04
67.45         	4.422950e-03	2.434899e-04	9.502079e-04	1.309695e-03	3.933942e-04
67.5          	4.415602e-03	2.433587e-04	9.512741e-04	1.310704e-03	3.937480e-04
67.55         	4.435868e-03	2.433022e-04	9.523377e-04	1.311711e-03	3.941327e-04
67.6          	4.406649e-03	2.431356e-04	9.533440e-04	1.312719e-03	3.945050e-04
67.65         	4.419230e-03	2.430546e-04	9.543253e-04	1.313726e-03	3.948685e-04
67.7          	4.386616e-03	2.429339e-04	9.553582e-04	1.314769e-03	3.952361e-04
67.75         	4.420600e-03	2.428399e-04	9.564186e-04	1.315811e-03	3.956201e-04
67.8          	4.408293e-03	2.427139e-04	9.574889e-04	1.316842e-03	3.960004e-04
67.85         	4.438099e-03	2.426143e-04	9.586184e-04	1.317856e-03	3.963751e-04
67.9          	4.402206e-03	2.424906e-04	9.597470e-04	1.318846e-03	3.967414e-04
67.95         	4.427336e-03	2.423947e-04	9.608489e-04	1.319852e-03	3.971123e-04
68            	4.399575e-03	2.422761e-04	9.619068e-04	1.320857e-03	3.975029e-04
68.05         	4.435251e-03	2.421781e-04	9.630315e-04	1.321880e-03	3.979023e-04
68.1          	4.402224e-03	2.420620e-04	9.641269e-04	1.322910e-03	3.982928e-04
68.15         	4.427396e-03	2.419647e-04	9.652453e-04	1.323940e-03	3.986815e-04
68.2          	4.400838e-03	2.418143e-04	9.663481e-04	1.324965e-03	3.990705e-04
68.25         	4.446753e-03	2.417291e-04	9.674604e-04	1.325979e-03	3.994805e-04
68.3          	4.418828e-03	2.416248e-04	9.686226e-04	1.327007e-03	3.998831e-04
68.35         	4.436352e-03	2.415453e-04	9.697545e-04	1.328020e-03	4.002754e-04
68.4          	4.400216e-03	2.413914e-04	9.708885e-04	1.329036e-03	4.006604e-04
68.45         	4.442801e-03	2.413110e-04	9.721058e-04	1.330051e-03	4.010641e-04
68.5          	4.419449e-03	2.411974e-04	9.732852e-04	1.331058e-03	4.014811e-04
68.55         	4.431353e-03	2.411145e-04	9.744792e-04	1.332079e-03	4.018810e-04
68.6          	4.387685e-03	2.409978e-04	9.756300e-04	1.333083e-03	4.022695e-04
68.65         	4.418194e-03	2.409159e-04	9.768126e-04	1.334097e-03	4.026629e-04
68.7          	4.400553e-03	2.407960e-04	9.779014e-04	1.335116e-03	4.030637e-04
68.75         	4.444958e-03	2.407031e-04	9.791524e-04	1.336135e-03	4.034724e-04
68.8          	4.415447e-03	2.405836e-04	9.803713e-04	1.337155e-03	4.038716e-04
68.85         	4.455615e-03	2.404892e-04	9.816532e-04	1.338169e-03	4.042674e-04
68.9          	4.423021e-03	2.403422e-04	9.828858e-04	1.339188e-03	4.046717e-04
68.95         	4.450075e-03	2.402667e-04	9.842186e-04	1.340195e-03	4.050846e-04
69            	4.427591e-03	2.401785e-04	9.854861e-04	1.341191e-03	4.054942e-04
69.05         	4.422559e-03	2.401082e-04	9.866787e-04	1.342191e-03	4.059046e-04
69.1          	4.402356e-03	2.399577e-04	9.878249e-04	1.343187e-03	4.063146e-04
69.15         	4.444596e-03	2.398779e-04	9.890927e-04	1.344201e-03	4.067283e-04
69.2          	4.420337e-03	2.397652e-04	9.903114e-04	1.345209e-03	4.071414e-04
69.25         	4.452551e-03	2.397091e-04	9.916273e-04	1.346208e-03	4.075510e-04
69.3          	4.431755e-03	2.395927e-04	9.929158e-04	1.347204e-03	4.079682e-04
69.35         	4.454296e-03	2.394642e-04	9.942754e-04	1.348214e-03	4.083928e-04
69.4          	4.406604e-03	2.393634e-04	9.955466e-04	1.349225e-03	4.088284e-04
69.45         	4.435908e-03	2.393146e-04	9.969461e-04	1.350218e-03	4.092510e-04
69.5          	4.417923e-03	2.392059e-04	9.982270e-04	1.351203e-03	4.096716e-04
69.55         	4.458772e-03	2.390846e-04	9.995235e-04	1.352179e-03	4.100959e-04
69.6          	4.419907e-03	2.389759e-04	1.000811e-03	1.353165e-03	4.105196e-04
69.65         	4.465617e-03	2.389251e-04	1.002156e-03	1.354178e-03	4.109264e-04
69.7          	4.423659e-03	2.388207e-04	1.003416e-03	1.355167e-03	4.113372e-04
69.75         	4.450575e-03	2.386957e-04	1.004788e-03	1.356143e-03	4.117603e-04
69.8          	4.417440e-03	2.385941e-04	1.006093e-03	1.357153e-03	4.121906e-04
69.85         	4.449811e-03	2.385589e-04	1.007536e-03	1.358172e-03	4.126269e-04
69.9          	4.418856e-03	2.384189e-04	1.008912e-03	1.359167e-03	4.130722e-04
69.95         	4.455150e-03	2.383414e-04	1.010333e-03	1.360145e-03	4.135022e-04
70            	4.425255e-03	2.382328e-04	1.011644e-03	1.361114e-03	4.139299e-04
70.05         	4.452758e-03	2.381544e-04	1.013033e-03	1.362083e-03	4.143578e-04
70.1          	4.424958e-03	2.380472e-04	1.014361e-03	1.363061e-03	4.147940e-04
70.15         	4.448325e-03	2.379735e-04	1.015717e-03	1.364057e-03	4.152207e-04
70.2          	4.421300e-03	2.378751e-04	1.017094e-03	1.365072e-03	4.156506e-04
70.25         	4.481112e-03	2.377906e-04	1.018614e-03	1.366081e-03	4.160843e-04
70.3          	4.436672e-03	2.376925e-04	1.019979e-03	1.367080e-03	4.165387e-04
70.35         	4.463861e-03	2.376191e-04	1.021452e-03	1.368067e-03	4.169891e-04
70.4          	4.429779e-03	2.375237e-04	1.022854e-03	1.369049e-03	4.174436e-04
70.45         	4.474048e-03	2.374421e-04	1.024310e-03	1.370000e-03	4.178931e-04
70.5          	4.440705e-03	2.373380e-04	1.025700e-03	1.370958e-03	4.183527e-04
70.55         	4.452801e-03	2.372583e-04	1.027084e-03	1.371937e-03	4.188077e-04
70.6          	4.422009e-03	2.371619e-04	1.028456e-03	1.372945e-03	4.192582e-04
70.65         	4.454889e-03	2.370812e-04	1.029923e-03	1.373946e-03	4.196986e-04
70.7          	4.438672e-03	2.369814e-04	1.031399e-03	1.374930e-03	4.201707e-04
70.75         	4.482730e-03	2.369060e-04	1.032974e-03	1.375902e-03	4.206390e-04
70.8          	4.456538e-03	2.368062e-04	1.034466e-03	1.376863e-03	4.211068e-04
70.85         	4.494211e-03	2.367316e-04	1.035974e-03	1.377829e-03	4.215722e-04
70.9          	4.448108e-03	2.366493e-04	1.037380e-03	1.378784e-03	4.220574e-04
70.95         	4.476468e-03	2.365733e-04	1.038904e-03	1.379719e-03	4.225368e-04
71            	4.427671e-03	2.364802e-04	1.040337e-03	1.380672e-03	4.230079e-04
71.05         	4.456353e-03	2.364089e-04	1.041772e-03	1.381652e-03	4.234688e-04
71.1          	4.438373e-03	2.363073e-04	1.043242e-03	1.382636e-03	4.239306e-04
71.15         	4.474884e-03	2.362340e-04	1.044752e-03	1.383590e-03	4.243972e-04
71.2          	4.444614e-03	2.361446e-04	1.046248e-03	1.384546e-03	4.248713e-04
71.25         	4.484222e-03	2.360754e-04	1.047858e-03	1.385500e-03	4.253297e-04
71.3          	4.452292e-03	2.359879e-04	1.049398e-03	1.386457e-03	4.257913e-04
71.35         	4.485634e-03	2.359260e-04	1.050977e-03	1.387405e-03	4.262421e-04
71.4          	4.461347e-03	2.358258e-04	1.052576e-03	1.388332e-03	4.267001e-04
71.45         	4.478376e-03	2.357678e-04	1.054018e-03	1.389263e-03	4.271477e-04
71.5          	4.445378e-03	2.356790e-04	1.055466e-03	1.390160e-03	4.275894e-04
71.55         	4.484864e-03	2.356103e-04	1.056970e-03	1.391054e-03	4.280322e-04
71.6          	4.452693e-03	2.355251e-04	1.058505e-03	1.391919e-03	4.284890e-04
71.65         	4.479897e-03	2.354595e-04	1.060110e-03	1.392801e-03	4.289444e-04
71.7          	4.447150e-03	2.353741e-04	1.061704e-03	1.393666e-03	4.294199e-04
71.75         	4.480277e-03	2.353097e-04	1.063323e-03	1.394517e-03	4.298905e-04
71.8          	4.444685e-03	2.352291e-04	1.064921e-03	1.395348e-03	4.303514e-04
71.85         	4.484769e-03	2.351628e-04	1.066507e-03	1.396180e-03	4.307981e-04
71.9          	4.483963e-03	2.350671e-04	1.068076e-03	1.397013e-03	4.312608e-04
71.95         	4.511443e-03	2.349927e-04	1.069689e-03	1.397855e-03	4.317182e-04
72            	4.465744e-03	2.349088e-04	1.071196e-03	1.398713e-03	4.321788e-04
72.05         	4.479248e-03	2.348465e-04	1.072746e-03	1.399584e-03	4.326435e-04
72.1          	4.434727e-03	2.347622e-04	1.074344e-03	1.400446e-03	4.331128e-04
72.15         	4.464637e-03	2.346982e-04	1.075941e-03	1.401291e-03	4.335776e-04
72.2          	4.436864e-03	2.346090e-04	1.077635e-03	1.402123e-03	4.340604e-04
72.25         	4.476817e-03	2.345434e-04	1.079331e-03	1.402961e-03	4.345192e-04
72.3          	4.459731e-03	2.344607e-04	1.080960e-03	1.403793e-03	4.349733e-04
72.35         	4.501401e-03	2.343953e-04	1.082579e-03	1.404633e-03	4.354316e-04
72.4          	4.477908e-03	2.343065e-04	1.084142e-03	1.405477e-03	4.359096e-04
72.45         	4.501052e-03	2.342407e-04	1.085729e-03	1.406323e-03	4.363878e-04
72.5          	4.454693e-03	2.341528e-04	1.087396e-03	1.407183e-03	4.368713e-04
72.55         	4.475262e-03	2.340998e-04	1.089041e-03	1.408025e-03	4.373490e-04
72.6          	4.438806e-03	2.340232e-04	1.090692e-03	1.408843e-03	4.378283e-04
72.65         	4.482737e-03	2.339627e-04	1.092355e-03	1.409656e-03	4.383012e-04
72.7          	4.474784e-03	2.338739e-04	1.094002e-03	1.410498e-03	4.387748e-04
72.75         	4.502729e-03	2.338089e-04	1.095616e-03	1.411343e-03	4.392380e-04
72.8          	4.470674e-03	2.337274e-04	1.097261e-03	1.412168e-03	4.397216e-04
72.85         	4.505741e-03	2.336631e-04	1.098946e-03	1.412986e-03	4.402060e-04
72.9          	4.463354e-03	2.335867e-04	1.100637e-03	1.413810e-03	4.406993e-04
72.95         	4.490354e-03	2.335321e-04	1.102347e-03	1.414628e-03	4.411986e-04
73            	4.468004e-03	2.334519e-04	1.104070e-03	1.415444e-03	4.417154e-04
73.05         	4.492273e-03	2.333919e-04	1.105781e-03	1.416253e-03	4.422224e-04
73.1          	4.457966e-03	2.333226e-04	1.107429e-03	1.417075e-03	4.427264e-04
73.15         	4.502244e-03	2.332623e-04	1.109115e-03	1.417903e-03	4.432146e-04
73.2          	4.464364e-03	2.331820e-04	1.110794e-03	1.418728e-03	4.437086e-04
73.25         	4.510406e-03	2.331216e-04	1.112491e-03	1.419530e-03	4.441965e-04
73.3          	4.488024e-03	2.330347e-04	1.114249e-03	1.420326e-03	4.447046e-04
73.35         	4.498146e-03	2.329814e-04	1.116005e-03	1.421128e-03	4.452116e-04
73.4          	4.451945e-03	2.329209e-04	1.117743e-03	1.421929e-03	4.457480e-04
73.45         	4.490209e-03	2.328797e-04	1.119503e-03	1.422735e-03	4.462711e-04
73.5          	4.471421e-03	2.328187e-04	1.121233e-03	1.423561e-03	4.467922e-04
73.55         	4.524784e-03	2.327706e-04	1.123000e-03	1.424380e-03	4.473050e-04
73.6          	4.502186e-03	2.326949e-04	1.124704e-03	1.425176e-03	4.478150e-04
73.65         	4.493582e-03	2.326645e-04	1.126364e-03	1.425967e-03	4.483083e-04
73.7          	4.465342e-03	2.325989e-04	1.128106e-03	1.426748e-03	4.488142e-04
73.75         	4.496517e-03	2.325538e-04	1.129942e-03	1.427521e-03	4.493268e-04
73.8          	4.466298e-03	2.324867e-04	1.131716e-03	1.428306e-03	4.498616e-04
73.85         	4.482611e-03	2.324531e-04	1.133514e-03	1.429112e-03	4.504093e-04
73.9          	4.464186e-03	2.323998e-04	1.135332e-03	1.429935e-03	4.509658e-04
73.95         	4.513832e-03	2.323640e-04	1.137202e-03	1.430759e-03	4.515077e-04
74            	4.489499e-03	2.323039e-04	1.138905e-03	1.431545e-03	4.520474e-04
74.05         	4.553349e-03	2.322625e-04	1.140570e-03	1.432306e-03	4.525714e-04
74.1          	4.527966e-03	2.321949e-04	1.142231e-03	1.433060e-03	4.531001e-04
74.15         	4.518235e-03	2.321599e-04	1.143961e-03	1.433833e-03	4.536315e-04
74.2          	4.485380e-03	2.320983e-04	1.145744e-03	1.434614e-03	4.542046e-04
74.25         	4.510247e-03	2.320639e-04	1.147527e-03	1.435394e-03	4.547774e-04
74.3          	4.487288e-03	2.320131e-04	1.149250e-03	1.436183e-03	4.553457e-04
74.35         	4.535933e-03	2.319758e-04	1.151072e-03	1.436971e-03	4.559290e-04
74.4          	4.498022e-03	2.319306e-04	1.152803e-03	1.437748e-03	4.565217e-04
74.45         	4.525374e-03	2.318961e-04	1.154553e-03	1.438526e-03	4.571037e-04
74.5          	4.496683e-03	2.318507e-04	1.156244e-03	1.439295e-03	4.576731e-04
74.55         	4.526152e-03	2.318108e-04	1.158065e-03	1.440061e-03	4.582450e-04
74.6          	4.503840e-03	2.317494e-04	1.159819e-03	1.440824e-03	4.588209e-04
74.65         	4.550261e-03	2.317116e-04	1.161638e-03	1.441594e-03	4.593937e-04
74.7          	4.511797e-03	2.316671e-04	1.163403e-03	1.442347e-03	4.599919e-04
74.75         	4.564114e-03	2.316342e-04	1.165307e-03	1.443100e-03	4.605921e-04
74.8          	4.525405e-03	2.315786e-04	1.167143e-03	1.443857e-03	4.611720e-04
74.85         	4.513398e-03	2.315546e-04	1.168871e-03	1.444610e-03	4.617575e-04
74.9          	4.483336e-03	2.315084e-04	1.170577e-03	1.445369e-03	4.623583e-04
74.95         	4.524166e-03	2.314789e-04	1.172306e-03	1.446131e-03	4.629449e-04
75            	4.508154e-03	2.314224e-04	1.174069e-03	1.446896e-03	4.635453e-04
75.05         	4.546038e-03	2.313909e-04	1.175905e-03	1.447658e-03	4.641480e-04
75.1          	4.532480e-03	2.313406e-04	1.177713e-03	1.448401e-03	4.647376e-04
75.15         	4.580873e-03	2.313088e-04	1.179674e-03	1.449137e-03	4.653246e-04
75.2          	4.511276e-03	2.312655e-04	1.181552e-03	1.449867e-03	4.659225e-04
75.25         	4.536801e-03	2.312423e-04	1.183428e-03	1.450602e-03	4.665311e-04
75.3          	4.509443e-03	2.311986e-04	1.185287e-03	1.451343e-03	4.671394e-04
75.35         	4.528085e-03	2.311784e-04	1.187064e-03	1.452072e-03	4.677310e-04
75.4          	4.513674e-03	2.311334e-04	1.188821e-03	1.452809e-03	4.683230e-04
75.45         	4.570388e-03	2.310988e-04	1.190738e-03	1.453538e-03	4.689054e-04
75.5          	4.521985e-03	2.310551e-04	1.192554e-03	1.454253e-03	4.695023e-04
75.55         	4.571118e-03	2.310299e-04	1.194451e-03	1.454949e-03	4.700937e-04
75.6          	4.534556e-03	2.309815e-04	1.196344e-03	1.455640e-03	4.706912e-04
75.65         	4.557001e-03	2.309573e-04	1.198280e-03	1.456294e-03	4.713252e-04
75.7          	4.497973e-03	2.309244e-04	1.200150e-03	1.456934e-03	4.719667e-04
75.75         	4.525869e-03	2.309078e-04	1.202091e-03	1.457563e-03	4.725881e-04
75.8          	4.512457e-03	2.308639e-04	1.203977e-03	1.458185e-03	4.732033e-04
75.85         	4.557854e-03	2.308366e-04	1.205923e-03	1.458807e-03	4.738050e-04
75.9          	4.528691e-03	2.307930e-04	1.207786e-03	1.459431e-03	4.744064e-04
75.95         	4.541844e-03	2.307769e-04	1.209729e-03	1.460050e-03	4.750159e-04
76            	4.517459e-03	2.307369e-04	1.211617e-03	1.460682e-03	4.756461e-04
76.05         	4.574727e-03	2.307059e-04	1.213706e-03	1.461336e-03	4.762841e-04
76.1          	4.572258e-03	2.306571e-04	1.215655e-03	1.461983e-03	4.769312e-04
76.15         	4.585241e-03	2.306422e-04	1.217602e-03	1.462609e-03	4.775670e-04
76.2          	4.528284e-03	2.306200e-04	1.219446e-03	1.463207e-03	4.781818e-04
76.25         	4.555491e-03	2.305925e-04	1.221582e-03	1.463775e-03	4.787812e-04
76.3          	4.530335e-03	2.305596e-04	1.223553e-03	1.464369e-03	4.793881e-04
76.35         	4.564305e-03	2.305463e-04	1.225579e-03	1.464979e-03	4.799751e-04
76.4          	4.530430e-03	2.305036e-04	1.227538e-03	1.465590e-03	4.805825e-04
76.45         	4.553744e-03	2.304841e-04	1.229564e-03	1.466221e-03	4.812028e-04
76.5          	4.522517e-03	2.304395e-04	1.231519e-03	1.466851e-03	4.818398e-04
76.55         	4.569411e-03	2.304253e-04	1.233566e-03	1.467464e-03	4.824776e-04
76.6          	4.535512e-03	2.303864e-04	1.235561e-03	1.468064e-03	4.831174e-04
76.65         	4.585291e-03	2.303738e-04	1.237719e-03	1.468642e-03	4.837506e-04
76.7          	4.601149e-03	2.303272e-04	1.239895e-03	1.469223e-03	4.843784e-04
76.75         	4.624740e-03	2.303108e-04	1.242055e-03	1.469792e-03	4.849884e-04
76.8          	4.552962e-03	2.302877e-04	1.244003e-03	1.470359e-03	4.855939e-04
76.85         	4.565598e-03	2.302762e-04	1.246055e-03	1.470951e-03	4.862062e-04
76.9          	4.529613e-03	2.302363e-04	1.248048e-03	1.471554e-03	4.868556e-04
76.95         	4.558761e-03	2.302167e-04	1.250213e-03	1.472152e-03	4.875103e-04
77            	4.533419e-03	2.301750e-04	1.252244e-03	1.472728e-03	4.881451e-04
77.05         	4.572769e-03	2.301615e-04	1.254452e-03	1.473267e-03	4.887634e-04
77.1          	4.558046e-03	2.301223e-04	1.256512e-03	1.473836e-03	4.893962e-04
77.15         	4.571393e-03	2.301230e-04	1.258693e-03	1.474411e-03	4.900189e-04
77.2          	4.566148e-03	2.300942e-04	1.260855e-03	1.474959e-03	4.906353e-04
77.25         	4.604404e-03	2.300650e-04	1.263106e-03	1.475484e-03	4.912237e-04
77.3          	4.587766e-03	2.300236e-04	1.265175e-03	1.476030e-03	4.918138e-04
77.35         	4.595179e-03	2.300197e-04	1.267321e-03	1.476591e-03	4.924285e-04
77.4          	4.553613e-03	2.299954e-04	1.269348e-03	1.477128e-03	4.930858e-04
77.45         	4.581817e-03	2.299821e-04	1.271572e-03	1.477648e-03	4.937271e-04
77.5          	4.549783e-03	2.299546e-04	1.273706e-03	1.478158e-03	4.943561e-04
77.55         	4.592690e-03	2.299383e-04	1.276032e-03	1.478646e-03	4.949717e-04
77.6          	4.552495e-03	2.299071e-04	1.278182e-03	1.479107e-03	4.956039e-04
77.65         	4.566020e-03	2.298987e-04	1.280472e-03	1.479533e-03	4.962190e-04
77.7          	4.555879e-03	2.298654e-04	1.282603e-03	1.479965e-03	4.968371e-04
77.75         	4.593875e-03	2.298401e-04	1.284835e-03	1.480393e-03	4.974504e-04
77.8          	4.565144e-03	2.298165e-04	1.286940e-03	1.480828e-03	4.980821e-04
77.85         	4.604672e-03	2.297992e-04	1.289228e-03	1.481237e-03	4.987316e-04
77.9          	4.576226e-03	2.297680e-04	1.291393e-03	1.481640e-03	4.994007e-04
77.95         	4.610251e-03	2.297661e-04	1.293710e-03	1.482043e-03	5.000608e-04
78            	4.563919e-03	2.297523e-04	1.295942e-03	1.482434e-03	5.007262e-04
78.05         	4.598234e-03	2.297466e-04	1.298281e-03	1.482821e-03	5.013706e-04
78.1          	4.569111e-03	2.297280e-04	1.300468e-03	1.483182e-03	5.020082e-04
78.15         	4.601053e-03	2.297153e-04	1.302781e-03	1.483535e-03	5.026547e-04
78.2          	4.573188e-03	2.296839e-04	1.304952e-03	1.483878e-03	5.033183e-04
78.25         	4.628143e-03	2.296618e-04	1.307207e-03	1.484193e-03	5.039647e-04
78.3          	4.586892e-03	2.296437e-04	1.309454e-03	1.484480e-03	5.046442e-04
78.35         	4.624318e-03	2.296383e-04	1.311861e-03	1.484733e-03	5.053159e-04
78.4          	4.601721e-03	2.296181e-04	1.314145e-03	1.484811e-03	5.060046e-04
78.45         	4.633299e-03	2.296067e-04	1.316583e-03	1.484498e-03	5.066929e-04
78.5          	4.580776e-03	2.295961e-04	1.318759e-03	1.483924e-03	5.073843e-04
78.55         	4.607792e-03	2.295972e-04	1.321143e-03	1.483000e-03	5.080587e-04
78.6          	4.562817e-03	2.295776e-04	1.323337e-03	1.482009e-03	5.087265e-04
78.65         	4.616500e-03	2.295646e-04	1.325699e-03	1.481012e-03	5.093972e-04
78.7          	4.643773e-03	2.295309e-04	1.328002e-03	1.480009e-03	5.100823e-04
78.75         	4.680143e-03	2.295274e-04	1.330411e-03	1.479002e-03	5.107623e-04
78.8          	4.597624e-03	2.295257e-04	1.332744e-03	1.478020e-03	5.114710e-04
78.85         	4.604197e-03	2.295308e-04	1.335149e-03	1.477015e-03	5.121649e-04
78.9          	4.579815e-03	2.295125e-04	1.337444e-03	1.476019e-03	5.128550e-04
78.95         	4.652360e-03	2.294969e-04	1.339898e-03	1.475030e-03	5.135481e-04
79            	4.655358e-03	2.294663e-04	1.342291e-03	1.474027e-03	5.142337e-04
79.05         	4.648523e-03	2.294774e-04	1.344613e-03	1.473022e-03	5.148985e-04
79.1          	4.601692e-03	2.294706e-04	1.346895e-03	1.472043e-03	5.155648e-04
79.15         	4.660056e-03	2.294647e-04	1.349339e-03	1.471057e-03	5.162127e-04
79.2          	4.652552e-03	2.294444e-04	1.351743e-03	1.470064e-03	5.168844e-04
79.25         	4.658653e-03	2.294627e-04	1.354114e-03	1.469099e-03	5.175786e-04
79.3          	4.600626e-03	2.294554e-04	1.356498e-03	1.468126e-03	5.182713e-04
79.35         	4.626951e-03	2.294630e-04	1.358940e-03	1.467142e-03	5.189427e-04
79.4          	4.615546e-03	2.294463e-04	1.361351e-03	1.466161e-03	5.196234e-04
79.45         	4.640545e-03	2.294423e-04	1.363805e-03	1.465161e-03	5.203012e-04
79.5          	4.602767e-03	2.294299e-04	1.366147e-03	1.464168e-03	5.209828e-04
79.55         	4.664110e-03	2.294260e-04	1.368594e-03	1.463214e-03	5.216607e-04
79.6          	4.625563e-03	2.294133e-04	1.371027e-03	1.462255e-03	5.223535e-04
79.65         	4.610310e-03	2.294380e-04	1.373462e-03	1.461300e-03	5.230227e-04
79.7          	4.567705e-03	2.294294e-04	1.375946e-03	1.460351e-03	5.237071e-04
79.75         	4.602032e-03	2.294468e-04	1.378472e-03	1.459397e-03	5.244094e-04
79.8          	4.563948e-03	2.294380e-04	1.380884e-03	1.458429e-03	5.251155e-04
79.85         	4.612148e-03	2.294455e-04	1.383292e-03	1.457478e-03	5.258154e-04
79.9          	4.601442e-03	2.294328e-04	1.385739e-03	1.456525e-03	5.265210e-04
79.95         	4.656438e-03	2.294502e-04	1.388180e-03	1.455570e-03	5.272095e-04
80            	4.632151e-03	2.294444e-04	1.390667e-03	1.454646e-03	5.278988e-04
80.05         	4.677332e-03	2.294521e-04	1.393261e-03	1.453717e-03	5.285822e-04
80.1          	4.641548e-03	2.294484e-04	1.395775e-03	1.452792e-03	5.292670e-04
80.15         	4.639141e-03	2.294632e-04	1.398335e-03	1.451870e-03	5.299209e-04
80.2          	4.589411e-03	2.294640e-04	1.400824e-03	1.450936e-03	5.306132e-04
80.25         	4.588674e-03	2.294901e-04	1.403163e-03	1.449997e-03	5.313019e-04
80.3          	4.579305e-03	2.294879e-04	1.405578e-03	1.449059e-03	5.320091e-04
80.35         	4.636732e-03	2.294958e-04	1.408133e-03	1.448140e-03	5.327040e-04
80.4          	4.650284e-03	2.294946e-04	1.410620e-03	1.447224e-03	5.333868e-04
80.45         	4.662820e-03	2.295171e-04	1.413193e-03	1.446312e-03	5.340623e-04
80.5          	4.625767e-03	2.295177e-04	1.415704e-03	1.445384e-03	5.347576e-04
80.55         	4.658217e-03	2.295337e-04	1.418311e-03	1.444451e-03	5.354628e-04
80.6          	4.630994e-03	2.295237e-04	1.420993e-03	1.443553e-03	5.361635e-04
80.65         	4.653693e-03	2.295470e-04	1.423614e-03	1.442653e-03	5.368608e-04
80.7          	4.617581e-03	2.295627e-04	1.426035e-03	1.441748e-03	5.375753e-04
80.75         	4.659946e-03	2.295756e-04	1.428613e-03	1.440843e-03	5.383213e-04
80.8          	4.625944e-03	2.295858e-04	1.431086e-03	1.439952e-03	5.390961e-04
80.85         	4.644746e-03	2.296082e-04	1.433668e-03	1.439047e-03	5.398375e-04
80.9          	4.580224e-03	2.296179e-04	1.436116e-03	1.438145e-03	5.405720e-04
80.95         	4.619733e-03	2.296356e-04	1.438744e-03	1.437233e-03	5.413037e-04
81            	4.625903e-03	2.296439e-04	1.441436e-03	1.436324e-03	5.420586e-04
81.05         	4.663603e-03	2.296745e-04	1.444275e-03	1.435435e-03	5.427960e-04
81.1          	4.636379e-03	2.296495e-04	1.446834e-03	1.434557e-03	5.435379e-04
81.15         	4.662601e-03	2.296847e-04	1.449419e-03	1.433680e-03	5.442885e-04
81.2          	4.634967e-03	2.296994e-04	1.451884e-03	1.432797e-03	5.450638e-04
81.25         	4.670757e-03	2.297301e-04	1.454492e-03	1.431910e-03	5.458183e-04
81.3          	4.637513e-03	2.297490e-04	1.457104e-03	1.430991e-03	5.465880e-04
81.35         	4.646244e-03	2.298178e-04	1.459719e-03	1.430093e-03	5.473706e-04
81.4          	4.587394e-03	2.297981e-04	1.462351e-03	1.429181e-03	5.481767e-04
81.45         	4.621426e-03	2.298332e-04	1.465117e-03	1.428282e-03	5.489513e-04
81.5          	4.608279e-03	2.298449e-04	1.467750e-03	1.427408e-03	5.496942e-04
81.55         	4.685853e-03	2.298913e-04	1.470361e-03	1.426545e-03	5.504338e-04
81.6          	4.678931e-03	2.299069e-04	1.472814e-03	1.425670e-03	5.512113e-04
81.65         	4.691422e-03	2.299416e-04	1.475428e-03	1.424777e-03	5.519800e-04
81.7          	4.639733e-03	2.299514e-04	1.477978e-03	1.423910e-03	5.527723e-04
81.75         	4.653011e-03	2.300145e-04	1.480647e-03	1.423036e-03	5.535636e-04
81.8          	4.625959e-03	2.300242e-04	1.483198e-03	1.422148e-03	5.543807e-04
81.85         	4.664772e-03	2.300547e-04	1.485803e-03	1.421264e-03	5.552023e-04
81.9          	4.617034e-03	2.300776e-04	1.488313e-03	1.420413e-03	5.560144e-04
81.95         	4.641826e-03	2.301071e-04	1.490957e-03	1.419582e-03	5.568150e-04
82            	4.632980e-03	2.301284e-04	1.493509e-03	1.418771e-03	5.576148e-04
82.05         	4.690441e-03	2.301597e-04	1.496206e-03	1.417934e-03	5.584345e-04
82.1          	4.663379e-03	2.301944e-04	1.498785e-03	1.417082e-03	5.592838e-04
82.15         	4.672086e-03	2.302654e-04	1.501530e-03	1.416218e-03	5.601178e-04
82.2          	4.635382e-03	2.302784e-04	1.504110e-03	1.415340e-03	5.609523e-04
82.25         	4.666335e-03	2.303183e-04	1.506725e-03	1.414471e-03	5.618061e-04
82.3          	4.639960e-03	2.303520e-04	1.509289e-03	1.413614e-03	5.626664e-04
82.35         	4.656523e-03	2.303769e-04	1.511956e-03	1.412786e-03	5.635433e-04
82.4          	4.634503e-03	2.304063e-04	1.514553e-03	1.411961e-03	5.644226e-04
82.45         	4.696472e-03	2.304506e-04	1.517210e-03	1.411163e-03	5.652714e-04
82.5          	4.667030e-03	2.304771e-04	1.519852e-03	1.410363e-03	5.661290e-04
82.55         	4.689784e-03	2.305276e-04	1.522616e-03	1.409542e-03	5.669744e-04
82.6          	4.679040e-03	2.305646e-04	1.525317e-03	1.408700e-03	5.678411e-04
82.65         	4.708572e-03	2.306040e-04	1.528102e-03	1.407857e-03	5.687195e-04
82.7          	4.658606e-03	2.306480e-04	1.530571e-03	1.407012e-03	5.695832e-04
82.75         	4.704885e-03	2.307150e-04	1.533166e-03	1.406186e-03	5.704156e-04
82.8          	4.686385e-03	2.307334e-04	1.535754e-03	1.405368e-03	5.712573e-04
