# Time step   
# Time        	deltaT
38.8636       	6.820169e-03
38.8704       	6.820169e-03
38.8772       	6.820169e-03
38.8841       	6.820169e-03
38.8909       	6.820169e-03
38.8977       	6.820169e-03
38.9045       	6.820169e-03
38.9113       	6.820169e-03
38.9182       	6.820169e-03
38.925        	6.820169e-03
38.9318       	6.820169e-03
38.9386       	6.820169e-03
38.9454       	6.820169e-03
38.9523       	6.820169e-03
38.9591       	6.820169e-03
38.9659       	6.820169e-03
38.9727       	6.820169e-03
38.9795       	6.820169e-03
38.9864       	6.820169e-03
38.9932       	6.820169e-03
39            	6.820169e-03
39.0069       	6.944444e-03
39.0139       	6.944444e-03
39.0208       	6.944444e-03
39.0278       	6.944444e-03
39.0347       	6.944444e-03
39.0417       	6.944444e-03
39.0486       	6.944444e-03
39.0556       	6.944444e-03
39.0625       	6.944444e-03
39.0694       	6.944444e-03
39.0763       	6.893004e-03
39.0832       	6.893004e-03
39.0901       	6.893004e-03
39.097        	6.893004e-03
39.1039       	6.893004e-03
39.1108       	6.893004e-03
39.1177       	6.946856e-03
39.1247       	6.946856e-03
39.1316       	6.946856e-03
39.1386       	6.946856e-03
39.1455       	6.946856e-03
39.1525       	6.946856e-03
39.1594       	6.946856e-03
39.1664       	6.946856e-03
39.1733       	6.946856e-03
39.1803       	6.946856e-03
39.1872       	6.946856e-03
39.1942       	6.946856e-03
39.2011       	6.887481e-03
39.2079       	6.887481e-03
39.2148       	6.887481e-03
39.2217       	6.887481e-03
39.2286       	6.887481e-03
39.2355       	6.887481e-03
39.2424       	6.887481e-03
39.2493       	6.887481e-03
39.2562       	6.887481e-03
39.263        	6.824293e-03
39.2697       	6.761685e-03
39.2765       	6.761685e-03
39.2832       	6.699077e-03
39.2899       	6.699077e-03
39.2966       	6.699077e-03
39.3033       	6.699077e-03
39.31         	6.699077e-03
39.3167       	6.699077e-03
39.3233       	6.634037e-03
39.3298       	6.506459e-03
39.3363       	6.443897e-03
39.3427       	6.381937e-03
39.349        	6.381937e-03
39.3554       	6.319976e-03
39.3616       	6.258617e-03
39.3678       	6.197854e-03
39.374        	6.197854e-03
39.3802       	6.137091e-03
39.3862       	6.076923e-03
39.3922       	6.017345e-03
39.3982       	5.958352e-03
39.4041       	5.899937e-03
39.41         	5.899937e-03
39.4158       	5.841521e-03
39.4217       	5.841521e-03
39.4275       	5.783106e-03
39.4333       	5.783106e-03
39.439        	5.783106e-03
39.4448       	5.724095e-03
39.4505       	5.724095e-03
39.4562       	5.665084e-03
39.4618       	5.665084e-03
39.4674       	5.606072e-03
39.473        	5.606072e-03
39.4786       	5.606072e-03
39.4842       	5.546433e-03
39.4897       	5.546433e-03
39.4953       	5.546433e-03
39.5008       	5.546433e-03
39.5064       	5.546433e-03
39.5119       	5.546433e-03
39.5175       	5.546433e-03
39.523        	5.546433e-03
39.5286       	5.611685e-03
39.5342       	5.611685e-03
39.5398       	5.611685e-03
39.5455       	5.611685e-03
39.5511       	5.681831e-03
39.5568       	5.681831e-03
39.5625       	5.681831e-03
39.5683       	5.756592e-03
39.574        	5.756592e-03
39.5798       	5.756592e-03
39.5856       	5.836545e-03
39.5914       	5.836545e-03
39.5974       	5.921133e-03
39.6033       	5.921133e-03
39.6093       	6.010847e-03
39.6154       	6.104766e-03
39.6215       	6.104766e-03
39.6277       	6.204844e-03
39.6339       	6.204844e-03
39.6402       	6.311825e-03
39.6465       	6.311825e-03
39.653        	6.426585e-03
39.6594       	6.426585e-03
39.6658       	6.426585e-03
39.6722       	6.426585e-03
39.6787       	6.426585e-03
39.6851       	6.426585e-03
39.6915       	6.426585e-03
39.698        	6.426585e-03
39.7044       	6.426585e-03
39.7108       	6.426585e-03
39.7172       	6.426585e-03
39.7238       	6.576040e-03
39.7304       	6.576040e-03
39.737        	6.576040e-03
39.7435       	6.576040e-03
39.7501       	6.576040e-03
39.7567       	6.576040e-03
39.7633       	6.576040e-03
39.7698       	6.576040e-03
39.7764       	6.576040e-03
39.783        	6.576040e-03
39.7896       	6.576040e-03
39.7961       	6.576040e-03
39.8027       	6.576040e-03
39.8091       	6.363910e-03
39.8154       	6.363910e-03
39.8218       	6.363910e-03
39.8282       	6.363910e-03
39.8345       	6.363910e-03
39.8409       	6.363910e-03
39.8473       	6.363910e-03
39.8536       	6.363910e-03
39.86         	6.363910e-03
39.8664       	6.363910e-03
39.8727       	6.363910e-03
39.8791       	6.363910e-03
39.8854       	6.363910e-03
39.8918       	6.363910e-03
39.8982       	6.363910e-03
39.9045       	6.363910e-03
39.9109       	6.363910e-03
39.9173       	6.363910e-03
39.9236       	6.363910e-03
39.93         	6.363910e-03
39.9358       	5.833584e-03
39.9417       	5.833584e-03
39.9475       	5.833584e-03
39.9533       	5.833584e-03
39.9592       	5.833584e-03
39.965        	5.833584e-03
39.9708       	5.833584e-03
39.9767       	5.833584e-03
39.9825       	5.833584e-03
39.9883       	5.833584e-03
39.9942       	5.833584e-03
40            	5.833584e-03
40.0065       	6.493506e-03
40.0135       	6.996525e-03
40.0205       	7.046500e-03
40.0276       	7.046500e-03
40.0346       	7.046500e-03
40.0417       	7.046500e-03
40.0487       	7.046500e-03
40.0558       	7.046500e-03
40.0628       	7.046500e-03
40.0699       	7.099882e-03
40.077        	7.046095e-03
40.084        	7.046095e-03
40.0911       	7.046095e-03
40.0981       	7.046095e-03
40.1051       	7.046095e-03
40.1122       	7.046095e-03
40.1192       	7.046095e-03
40.1263       	7.046095e-03
40.1333       	7.046095e-03
40.1404       	7.046095e-03
40.1474       	7.046095e-03
40.1545       	7.046095e-03
40.1615       	7.046095e-03
40.1686       	7.046095e-03
40.1756       	7.046095e-03
40.1827       	7.046095e-03
40.1897       	7.046095e-03
40.1967       	7.046095e-03
40.2038       	7.046095e-03
40.2108       	7.046095e-03
40.2179       	7.046095e-03
40.2249       	7.046095e-03
40.232        	7.046095e-03
40.239        	7.046095e-03
40.2461       	7.046095e-03
40.2531       	7.046095e-03
40.2602       	7.113201e-03
40.2673       	7.113201e-03
40.2745       	7.113201e-03
40.2816       	7.113201e-03
40.2887       	7.113201e-03
40.2958       	7.113201e-03
40.3029       	7.113201e-03
40.31         	7.113201e-03
40.3171       	7.113201e-03
40.3242       	7.113201e-03
40.3314       	7.113201e-03
40.3385       	7.113201e-03
40.3456       	7.113201e-03
40.3527       	7.113201e-03
40.3598       	7.113201e-03
40.3669       	7.113201e-03
40.374        	7.113201e-03
40.3812       	7.113201e-03
40.3883       	7.113201e-03
40.3954       	7.113201e-03
40.4025       	7.113201e-03
40.4096       	7.113201e-03
40.4166       	7.028520e-03
40.4237       	7.028520e-03
40.4307       	7.028520e-03
40.4377       	7.028520e-03
40.4447       	7.028520e-03
40.4518       	7.028520e-03
40.4588       	7.028520e-03
40.4658       	7.028520e-03
40.4729       	7.028520e-03
40.4799       	7.028520e-03
40.4868       	6.934806e-03
40.4938       	6.934806e-03
40.5007       	6.934806e-03
40.5076       	6.934806e-03
40.5146       	6.934806e-03
40.5215       	6.934806e-03
40.5284       	6.934806e-03
40.5354       	6.934806e-03
40.5423       	6.934806e-03
40.5492       	6.934806e-03
40.5562       	6.934806e-03
40.5631       	6.934806e-03
40.57         	6.934806e-03
40.5769       	6.824730e-03
40.5837       	6.824730e-03
40.5905       	6.824730e-03
40.5973       	6.824730e-03
40.6042       	6.824730e-03
40.611        	6.824730e-03
40.6178       	6.824730e-03
40.6246       	6.824730e-03
40.6315       	6.824730e-03
40.6383       	6.824730e-03
40.6451       	6.824730e-03
40.6519       	6.824730e-03
40.6588       	6.824730e-03
40.6656       	6.824730e-03
40.6723       	6.688236e-03
40.679        	6.688236e-03
40.6857       	6.688236e-03
40.6922       	6.548897e-03
40.6988       	6.548897e-03
40.7052       	6.409559e-03
40.7116       	6.409559e-03
40.718        	6.409559e-03
40.7242       	6.267124e-03
40.7305       	6.267124e-03
40.7368       	6.267124e-03
40.7429       	6.121377e-03
40.749        	6.121377e-03
40.7551       	6.121377e-03
40.7613       	6.121377e-03
40.7674       	6.121377e-03
40.7735       	6.121377e-03
40.7796       	6.121377e-03
40.7858       	6.121377e-03
40.7919       	6.121377e-03
40.798        	6.121377e-03
40.8041       	6.121377e-03
40.8102       	6.121377e-03
40.8164       	6.121377e-03
40.8225       	6.121377e-03
40.8286       	6.121377e-03
40.8347       	6.121377e-03
40.8408       	6.121377e-03
40.847        	6.121377e-03
40.8531       	6.121377e-03
40.8592       	6.121377e-03
40.8653       	6.121377e-03
40.8715       	6.121377e-03
40.8773       	5.843133e-03
40.8831       	5.843133e-03
40.889        	5.843133e-03
40.8948       	5.843133e-03
40.9007       	5.843133e-03
40.9065       	5.843133e-03
40.9124       	5.843133e-03
40.9182       	5.843133e-03
40.924        	5.843133e-03
40.9304       	6.330061e-03
40.9367       	6.330061e-03
40.943        	6.330061e-03
40.9494       	6.330061e-03
40.9557       	6.330061e-03
40.962        	6.330061e-03
40.9683       	6.330061e-03
40.9747       	6.330061e-03
40.981        	6.330061e-03
40.9873       	6.330061e-03
40.9937       	6.330061e-03
41            	6.330061e-03
41.0063       	6.329114e-03
41.0127       	6.369685e-03
41.0191       	6.369685e-03
41.0255       	6.411317e-03
41.0319       	6.411317e-03
41.0383       	6.411317e-03
41.0447       	6.411317e-03
41.0511       	6.411317e-03
41.0575       	6.368288e-03
41.0639       	6.368288e-03
41.0703       	6.411907e-03
41.0767       	6.411907e-03
41.0831       	6.456745e-03
41.0896       	6.502538e-03
41.0962       	6.549318e-03
41.1028       	6.597124e-03
41.1094       	6.597124e-03
41.116        	6.646356e-03
41.1227       	6.646356e-03
41.1293       	6.646356e-03
41.136        	6.646356e-03
41.1426       	6.646356e-03
41.1493       	6.698281e-03
41.156        	6.698281e-03
41.1628       	6.751867e-03
41.1695       	6.751867e-03
41.1763       	6.807210e-03
41.1832       	6.863937e-03
41.1901       	6.922106e-03
41.1972       	7.042490e-03
41.2043       	7.168249e-03
41.2116       	7.233415e-03
41.2189       	7.368619e-03
41.2263       	7.368619e-03
41.2337       	7.368619e-03
41.241        	7.368619e-03
41.2484       	7.368619e-03
41.2558       	7.368619e-03
41.2631       	7.368619e-03
41.2704       	7.295662e-03
41.2777       	7.295662e-03
41.285        	7.295662e-03
41.2923       	7.295662e-03
41.2996       	7.295662e-03
41.3069       	7.295662e-03
41.3142       	7.295662e-03
41.3215       	7.295662e-03
41.3287       	7.218049e-03
41.3359       	7.218049e-03
41.3432       	7.218049e-03
41.3504       	7.218049e-03
41.3576       	7.218049e-03
41.3648       	7.218049e-03
41.372        	7.218049e-03
41.3792       	7.136025e-03
41.3863       	7.136025e-03
41.3934       	7.136025e-03
41.4006       	7.136025e-03
41.4077       	7.136025e-03
41.4148       	7.136025e-03
41.422        	7.136025e-03
41.4291       	7.136025e-03
41.4363       	7.136025e-03
41.4434       	7.136025e-03
41.4505       	7.136025e-03
41.4577       	7.136025e-03
41.4648       	7.136025e-03
41.4719       	7.136025e-03
41.479        	7.040878e-03
41.486        	7.040878e-03
41.4931       	7.040878e-03
41.5001       	7.040878e-03
41.5071       	7.040878e-03
41.5142       	7.040878e-03
41.5212       	7.040878e-03
41.5283       	7.040878e-03
41.5353       	7.040878e-03
41.5423       	7.040878e-03
41.5494       	7.040878e-03
41.5564       	7.040878e-03
41.5635       	7.040878e-03
41.5705       	7.040878e-03
41.5775       	7.040878e-03
41.5846       	7.040878e-03
41.5915       	6.923530e-03
41.5984       	6.923530e-03
41.6054       	6.923530e-03
41.6123       	6.923530e-03
41.6192       	6.923530e-03
41.6261       	6.923530e-03
41.6331       	6.923530e-03
41.64         	6.923530e-03
41.6468       	6.792898e-03
41.6536       	6.792898e-03
41.6604       	6.792898e-03
41.6671       	6.792898e-03
41.6738       	6.657040e-03
41.6805       	6.657040e-03
41.6871       	6.657040e-03
41.6938       	6.657040e-03
41.7004       	6.657040e-03
41.7071       	6.657040e-03
41.7137       	6.657040e-03
41.7204       	6.657040e-03
41.7271       	6.657040e-03
41.7337       	6.657040e-03
41.7404       	6.657040e-03
41.747        	6.657040e-03
41.7537       	6.657040e-03
41.7603       	6.657040e-03
41.767        	6.657040e-03
41.7737       	6.657040e-03
41.7803       	6.657040e-03
41.787        	6.657040e-03
41.7936       	6.657040e-03
41.8003       	6.657040e-03
41.8069       	6.657040e-03
41.8136       	6.657040e-03
41.8203       	6.657040e-03
41.8269       	6.657040e-03
41.8336       	6.657040e-03
41.8402       	6.657040e-03
41.8469       	6.657040e-03
41.8535       	6.657040e-03
41.8602       	6.657040e-03
41.8669       	6.657040e-03
41.8735       	6.657040e-03
41.8802       	6.657040e-03
41.8868       	6.657040e-03
41.8935       	6.657040e-03
41.9001       	6.657040e-03
41.9068       	6.657040e-03
41.9135       	6.657040e-03
41.9201       	6.657040e-03
41.9268       	6.657040e-03
41.9334       	6.657040e-03
41.9401       	6.657040e-03
41.9467       	6.657040e-03
41.9534       	6.657040e-03
41.9601       	6.657040e-03
41.9667       	6.657040e-03
41.9734       	6.657040e-03
41.98         	6.657040e-03
41.9867       	6.657040e-03
41.9933       	6.657040e-03
42            	6.657040e-03
42.0067       	6.711409e-03
42.0134       	6.666366e-03
42.02         	6.666366e-03
42.0267       	6.666366e-03
42.0334       	6.666366e-03
42.04         	6.666366e-03
42.0467       	6.666366e-03
42.0534       	6.666366e-03
42.06         	6.666366e-03
42.0667       	6.666366e-03
42.0734       	6.666366e-03
42.08         	6.666366e-03
42.0867       	6.666366e-03
42.0934       	6.715384e-03
42.1001       	6.715384e-03
42.1069       	6.715384e-03
42.1136       	6.715384e-03
42.1203       	6.715384e-03
42.1271       	6.767041e-03
42.1338       	6.767041e-03
42.1406       	6.767041e-03
42.1474       	6.767041e-03
42.1542       	6.821177e-03
42.161        	6.821177e-03
42.1678       	6.821177e-03
42.1746       	6.821177e-03
42.1815       	6.821177e-03
42.1883       	6.821177e-03
42.1951       	6.821177e-03
42.2019       	6.821177e-03
42.2087       	6.821177e-03
42.2156       	6.821177e-03
42.2224       	6.821177e-03
42.2292       	6.821177e-03
42.236        	6.821177e-03
42.2428       	6.821177e-03
42.2497       	6.821177e-03
42.2565       	6.821177e-03
42.2633       	6.821177e-03
42.2701       	6.758597e-03
42.2768       	6.758597e-03
42.2836       	6.758597e-03
42.2903       	6.758597e-03
42.2971       	6.758597e-03
42.3039       	6.824215e-03
42.3108       	6.824215e-03
42.3176       	6.824215e-03
42.3244       	6.824215e-03
42.3312       	6.824215e-03
42.3381       	6.824215e-03
42.3449       	6.824215e-03
42.3517       	6.824215e-03
42.3585       	6.824215e-03
42.3653       	6.824215e-03
42.3722       	6.824215e-03
42.379        	6.824215e-03
42.3858       	6.824215e-03
42.3926       	6.824215e-03
42.3995       	6.824215e-03
42.4062       	6.747538e-03
42.413        	6.747538e-03
42.4196       	6.670862e-03
42.4262       	6.595056e-03
42.4328       	6.520113e-03
42.4393       	6.520113e-03
42.4458       	6.520113e-03
42.4523       	6.520113e-03
42.4589       	6.598668e-03
42.4655       	6.598668e-03
42.4721       	6.598668e-03
42.4787       	6.598668e-03
42.4853       	6.598668e-03
42.4919       	6.598668e-03
42.4985       	6.598668e-03
42.5051       	6.598668e-03
42.5117       	6.598668e-03
42.5183       	6.598668e-03
42.5249       	6.598668e-03
42.5316       	6.691607e-03
42.5384       	6.788587e-03
42.5452       	6.788587e-03
42.5521       	6.891444e-03
42.5589       	6.891444e-03
42.5658       	6.891444e-03
42.5727       	6.891444e-03
42.5796       	6.891444e-03
42.5865       	6.891444e-03
42.5933       	6.778470e-03
42.6001       	6.778470e-03
42.6068       	6.778470e-03
42.6136       	6.778470e-03
42.6204       	6.778470e-03
42.6272       	6.778470e-03
42.634        	6.778470e-03
42.6407       	6.778470e-03
42.6475       	6.778470e-03
42.6543       	6.778470e-03
42.6611       	6.778470e-03
42.6679       	6.778470e-03
42.6746       	6.778470e-03
42.6814       	6.778470e-03
42.6882       	6.778470e-03
42.695        	6.778470e-03
42.7017       	6.778470e-03
42.7085       	6.778470e-03
42.7153       	6.778470e-03
42.7221       	6.778470e-03
42.7289       	6.778470e-03
42.7356       	6.778470e-03
42.7424       	6.778470e-03
42.7492       	6.778470e-03
42.756        	6.778470e-03
42.7628       	6.778470e-03
42.7695       	6.778470e-03
42.7763       	6.778470e-03
42.7831       	6.778470e-03
42.7899       	6.778470e-03
42.7966       	6.778470e-03
42.8034       	6.778470e-03
42.8102       	6.778470e-03
42.817        	6.778470e-03
42.8238       	6.778470e-03
42.8305       	6.778470e-03
42.8373       	6.778470e-03
42.8441       	6.778470e-03
42.8509       	6.778470e-03
42.8577       	6.778470e-03
42.8644       	6.778470e-03
42.8712       	6.778470e-03
42.878        	6.778470e-03
42.8848       	6.778470e-03
42.8915       	6.778470e-03
42.8983       	6.778470e-03
42.9051       	6.778470e-03
42.9119       	6.778470e-03
42.9187       	6.778470e-03
42.9254       	6.778470e-03
42.9322       	6.778470e-03
42.939        	6.778470e-03
42.9458       	6.778470e-03
42.9526       	6.778470e-03
42.9593       	6.778470e-03
42.9661       	6.778470e-03
42.9729       	6.778470e-03
42.9797       	6.778470e-03
42.9864       	6.778470e-03
42.9932       	6.778470e-03
43            	6.778470e-03
43.007        	6.993007e-03
43.014        	6.993007e-03
43.021        	6.993007e-03
43.028        	6.993007e-03
43.035        	6.993007e-03
43.042        	6.993007e-03
43.049        	6.993007e-03
43.0559       	6.941963e-03
43.0628       	6.891292e-03
43.0697       	6.891292e-03
43.0765       	6.840621e-03
43.0834       	6.840621e-03
43.0902       	6.840621e-03
43.097        	6.840621e-03
43.1039       	6.840621e-03
43.1107       	6.788798e-03
43.1175       	6.788798e-03
43.1242       	6.788798e-03
43.131        	6.788798e-03
43.1378       	6.736171e-03
43.1445       	6.736171e-03
43.1512       	6.736171e-03
43.158        	6.736171e-03
43.1647       	6.682710e-03
43.1713       	6.682710e-03
43.178        	6.682710e-03
43.1847       	6.682710e-03
43.1914       	6.682710e-03
43.1981       	6.682710e-03
43.2048       	6.682710e-03
43.2114       	6.627020e-03
43.218        	6.627020e-03
43.2246       	6.627020e-03
43.2313       	6.684150e-03
43.238        	6.684150e-03
43.2447       	6.684150e-03
43.2514       	6.684150e-03
43.258        	6.624998e-03
43.2646       	6.624998e-03
43.2713       	6.624998e-03
43.2778       	6.565314e-03
43.2844       	6.565314e-03
43.2909       	6.565314e-03
43.2975       	6.565314e-03
43.3041       	6.565314e-03
43.3106       	6.565314e-03
43.3172       	6.565314e-03
43.3238       	6.565314e-03
43.3303       	6.565314e-03
43.3369       	6.565314e-03
43.3435       	6.565314e-03
43.3501       	6.631630e-03
43.3567       	6.631630e-03
43.3634       	6.631630e-03
43.37         	6.631630e-03
43.3767       	6.702179e-03
43.3834       	6.702179e-03
43.3901       	6.702179e-03
43.3969       	6.776648e-03
43.4037       	6.776648e-03
43.4104       	6.776648e-03
43.4172       	6.776648e-03
43.424        	6.776648e-03
43.4308       	6.776648e-03
43.4375       	6.776648e-03
43.4443       	6.776648e-03
43.451        	6.695001e-03
43.4577       	6.695001e-03
43.4644       	6.695001e-03
43.4711       	6.695001e-03
43.4778       	6.695001e-03
43.4845       	6.695001e-03
43.4912       	6.695001e-03
43.4979       	6.695001e-03
43.5046       	6.695001e-03
43.5112       	6.605735e-03
43.5178       	6.605735e-03
43.5244       	6.605735e-03
43.531        	6.605735e-03
43.5376       	6.605735e-03
43.5442       	6.605735e-03
43.5508       	6.605735e-03
43.5574       	6.605735e-03
43.5641       	6.705822e-03
43.5708       	6.705822e-03
43.5775       	6.705822e-03
43.5843       	6.813980e-03
43.5913       	6.927546e-03
43.5982       	6.927546e-03
43.6053       	7.049082e-03
43.6123       	7.049082e-03
43.6193       	7.049082e-03
43.6265       	7.182084e-03
43.6337       	7.182084e-03
43.6409       	7.182084e-03
43.6481       	7.182084e-03
43.6553       	7.182084e-03
43.6624       	7.182084e-03
43.6696       	7.182084e-03
43.6768       	7.182084e-03
43.684        	7.182084e-03
43.6912       	7.182084e-03
43.6984       	7.182084e-03
43.7055       	7.182084e-03
43.7127       	7.182084e-03
43.7197       	7.006911e-03
43.7267       	7.006911e-03
43.7337       	7.006911e-03
43.7407       	7.006911e-03
43.7478       	7.006911e-03
43.7548       	7.006911e-03
43.7618       	7.006911e-03
43.7688       	7.006911e-03
43.7758       	7.006911e-03
43.7828       	7.006911e-03
43.7898       	7.006911e-03
43.7968       	7.006911e-03
43.8038       	7.006911e-03
43.8108       	7.006911e-03
43.8178       	7.006911e-03
43.8248       	7.006911e-03
43.8318       	7.006911e-03
43.8388       	7.006911e-03
43.8458       	7.006911e-03
43.8529       	7.006911e-03
43.8599       	7.006911e-03
43.8669       	7.006911e-03
43.8739       	7.006911e-03
43.8809       	7.006911e-03
43.8879       	7.006911e-03
43.8949       	7.006911e-03
43.9019       	7.006911e-03
43.9089       	7.006911e-03
43.9159       	7.006911e-03
43.9229       	7.006911e-03
43.9299       	7.006911e-03
43.9369       	7.006911e-03
43.9439       	7.006911e-03
43.951        	7.006911e-03
43.958        	7.006911e-03
43.965        	7.006911e-03
43.972        	7.006911e-03
43.979        	7.006911e-03
43.986        	7.006911e-03
43.993        	7.006911e-03
44            	7.006911e-03
44.007        	6.993007e-03
44.0139       	6.944105e-03
44.0209       	6.944105e-03
44.0278       	6.895203e-03
44.0347       	6.895203e-03
44.0416       	6.895203e-03
44.0484       	6.845951e-03
44.0553       	6.845951e-03
44.0621       	6.845951e-03
44.069        	6.845951e-03
44.0757       	6.795981e-03
44.0825       	6.795981e-03
44.0893       	6.795981e-03
44.0961       	6.795981e-03
44.1029       	6.795981e-03
44.1097       	6.795981e-03
44.1165       	6.795981e-03
44.1233       	6.795981e-03
44.1301       	6.795981e-03
44.1369       	6.795981e-03
44.1437       	6.795981e-03
44.1505       	6.795981e-03
44.1573       	6.795981e-03
44.1641       	6.795981e-03
44.1708       	6.741175e-03
44.1775       	6.686810e-03
44.1842       	6.632884e-03
44.1908       	6.632884e-03
44.1974       	6.578958e-03
44.2039       	6.525471e-03
44.2104       	6.472418e-03
44.2168       	6.472418e-03
44.2233       	6.472418e-03
44.2298       	6.472418e-03
44.2363       	6.472418e-03
44.2427       	6.472418e-03
44.2492       	6.472418e-03
44.2557       	6.472418e-03
44.2621       	6.472418e-03
44.2686       	6.472418e-03
44.2751       	6.472418e-03
44.2816       	6.530728e-03
44.2882       	6.530728e-03
44.2947       	6.530728e-03
44.3012       	6.530728e-03
44.3077       	6.530728e-03
44.3143       	6.592926e-03
44.3209       	6.592926e-03
44.3275       	6.592926e-03
44.3341       	6.592926e-03
44.3407       	6.592926e-03
44.3474       	6.659521e-03
44.354        	6.659521e-03
44.3607       	6.659521e-03
44.3673       	6.659521e-03
44.374        	6.659521e-03
44.3807       	6.659521e-03
44.3873       	6.659521e-03
44.394        	6.659521e-03
44.4006       	6.659521e-03
44.4073       	6.659521e-03
44.414        	6.659521e-03
44.4206       	6.659521e-03
44.4272       	6.583845e-03
44.4338       	6.583845e-03
44.4404       	6.583845e-03
44.447        	6.583845e-03
44.4535       	6.583845e-03
44.4601       	6.583845e-03
44.4668       	6.665127e-03
44.4735       	6.749495e-03
44.4803       	6.749495e-03
44.4871       	6.838305e-03
44.494        	6.838305e-03
44.5008       	6.838305e-03
44.5076       	6.838305e-03
44.5145       	6.838305e-03
44.5213       	6.838305e-03
44.5282       	6.838305e-03
44.535        	6.838305e-03
44.5418       	6.838305e-03
44.5487       	6.838305e-03
44.5555       	6.838305e-03
44.5623       	6.838305e-03
44.5692       	6.838305e-03
44.576        	6.838305e-03
44.5829       	6.838305e-03
44.5897       	6.838305e-03
44.5965       	6.838305e-03
44.6034       	6.838305e-03
44.6102       	6.838305e-03
44.6171       	6.838305e-03
44.6239       	6.838305e-03
44.6307       	6.838305e-03
44.6376       	6.838305e-03
44.6444       	6.838305e-03
44.6512       	6.838305e-03
44.6581       	6.838305e-03
44.6649       	6.838305e-03
44.6718       	6.838305e-03
44.6786       	6.838305e-03
44.6854       	6.838305e-03
44.6923       	6.838305e-03
44.6991       	6.838305e-03
44.706        	6.838305e-03
44.7128       	6.838305e-03
44.7196       	6.838305e-03
44.7265       	6.838305e-03
44.7333       	6.838305e-03
44.7401       	6.838305e-03
44.747        	6.838305e-03
44.7538       	6.838305e-03
44.7607       	6.838305e-03
44.7675       	6.838305e-03
44.7743       	6.838305e-03
44.7812       	6.838305e-03
44.788        	6.838305e-03
44.7949       	6.838305e-03
44.8017       	6.838305e-03
44.8085       	6.838305e-03
44.8154       	6.838305e-03
44.8222       	6.838305e-03
44.829        	6.838305e-03
44.8359       	6.838305e-03
44.8427       	6.838305e-03
44.8496       	6.838305e-03
44.8564       	6.838305e-03
44.8632       	6.838305e-03
44.8701       	6.838305e-03
44.8769       	6.838305e-03
44.8837       	6.838305e-03
44.8906       	6.838305e-03
44.8974       	6.838305e-03
44.9043       	6.838305e-03
44.9111       	6.838305e-03
44.9179       	6.838305e-03
44.9248       	6.838305e-03
44.9316       	6.838305e-03
44.9385       	6.838305e-03
44.9453       	6.838305e-03
44.9521       	6.838305e-03
44.959        	6.838305e-03
44.9658       	6.838305e-03
44.9726       	6.838305e-03
44.9795       	6.838305e-03
44.9863       	6.838305e-03
44.9932       	6.838305e-03
45            	6.838305e-03
45.0069       	6.896552e-03
45.0138       	6.896552e-03
45.0206       	6.848659e-03
45.0275       	6.848659e-03
45.0343       	6.800766e-03
45.0411       	6.800766e-03
45.0479       	6.800766e-03
45.0546       	6.752534e-03
45.0614       	6.752534e-03
45.0682       	6.752534e-03
45.0749       	6.703955e-03
45.0816       	6.703955e-03
45.0883       	6.703955e-03
45.095        	6.703955e-03
45.1017       	6.703955e-03
45.1084       	6.703955e-03
45.1151       	6.754742e-03
45.1219       	6.754742e-03
45.1286       	6.754742e-03
45.1354       	6.807513e-03
45.1423       	6.807513e-03
45.1491       	6.807513e-03
45.1559       	6.807513e-03
45.1627       	6.807513e-03
45.1695       	6.807513e-03
45.1763       	6.807513e-03
45.1831       	6.807513e-03
45.1899       	6.807513e-03
45.1967       	6.750784e-03
45.2034       	6.750784e-03
45.2102       	6.750784e-03
45.2169       	6.750784e-03
45.2237       	6.750784e-03
45.2304       	6.692588e-03
45.237        	6.692588e-03
45.2437       	6.692588e-03
45.2504       	6.692588e-03
45.2571       	6.692588e-03
45.2638       	6.692588e-03
45.2705       	6.692588e-03
45.2772       	6.692588e-03
45.2839       	6.692588e-03
45.2906       	6.692588e-03
45.2973       	6.692588e-03
45.304        	6.692588e-03
45.3107       	6.692588e-03
45.3174       	6.692588e-03
45.324        	6.692588e-03
45.3308       	6.759514e-03
45.3376       	6.759514e-03
45.3443       	6.759514e-03
45.3511       	6.759514e-03
45.3578       	6.759514e-03
45.3646       	6.759514e-03
45.3714       	6.759514e-03
45.3781       	6.759514e-03
45.3849       	6.759514e-03
45.3916       	6.759514e-03
45.3984       	6.759514e-03
45.4051       	6.684408e-03
45.4117       	6.610137e-03
45.4182       	6.536691e-03
45.4247       	6.464061e-03
45.4311       	6.392238e-03
45.4374       	6.321213e-03
45.4437       	6.250977e-03
45.4499       	6.250977e-03
45.4561       	6.180742e-03
45.4622       	6.111295e-03
45.4683       	6.111295e-03
45.4744       	6.111295e-03
45.4806       	6.183193e-03
45.4868       	6.183193e-03
45.493        	6.183193e-03
45.4992       	6.183193e-03
45.5053       	6.107788e-03
45.5114       	6.107788e-03
45.5175       	6.107788e-03
45.5235       	6.031441e-03
45.5295       	6.031441e-03
45.5356       	6.031441e-03
45.5416       	6.031441e-03
45.5476       	6.031441e-03
45.5537       	6.031441e-03
45.5597       	6.031441e-03
45.5657       	5.949935e-03
45.5716       	5.949935e-03
45.5775       	5.868429e-03
45.5833       	5.868429e-03
45.5892       	5.868429e-03
45.595        	5.785775e-03
45.6008       	5.785775e-03
