# Time step   
# Time        	deltaT
11.3234       	6.443623e-03
11.3299       	6.505581e-03
11.3364       	6.505581e-03
11.3429       	6.505581e-03
11.3495       	6.570637e-03
11.3561       	6.637684e-03
11.3628       	6.637684e-03
11.3694       	6.637684e-03
11.3761       	6.637684e-03
11.3828       	6.781981e-03
11.3895       	6.636132e-03
11.396        	6.494938e-03
11.4017       	5.752659e-03
11.4078       	6.043198e-03
11.4139       	6.105499e-03
11.4201       	6.235403e-03
11.4263       	6.235403e-03
11.4326       	6.235403e-03
11.4388       	6.235403e-03
11.445        	6.235403e-03
11.4513       	6.235403e-03
11.4575       	6.235403e-03
11.4638       	6.235403e-03
11.47         	6.235403e-03
11.4762       	6.235403e-03
11.4824       	6.162045e-03
11.4886       	6.162045e-03
11.4947       	6.162045e-03
11.5009       	6.162045e-03
11.507        	6.162045e-03
11.5132       	6.162045e-03
11.5193       	6.085020e-03
11.5253       	6.008957e-03
11.5312       	5.860588e-03
11.5369       	5.788235e-03
11.5426       	5.647058e-03
11.5482       	5.578192e-03
11.5536       	5.443778e-03
11.559        	5.378190e-03
11.5643       	5.313392e-03
11.5696       	5.249376e-03
11.5747       	5.186130e-03
11.58         	5.250156e-03
11.5852       	5.250156e-03
11.5904       	5.184529e-03
11.5956       	5.184529e-03
11.6009       	5.251861e-03
11.6062       	5.321886e-03
11.6115       	5.321886e-03
11.6168       	5.321886e-03
11.6221       	5.321886e-03
11.6274       	5.247971e-03
11.6326       	5.247971e-03
11.6379       	5.247971e-03
11.6431       	5.173000e-03
11.6482       	5.173000e-03
11.6534       	5.173000e-03
11.6585       	5.096926e-03
11.6636       	5.096926e-03
11.6687       	5.096926e-03
11.6738       	5.096926e-03
11.6789       	5.096926e-03
11.684        	5.096926e-03
11.6891       	5.096926e-03
11.6942       	5.096926e-03
11.6993       	5.096926e-03
11.7044       	5.096926e-03
11.7095       	5.096926e-03
11.7145       	5.009048e-03
11.7196       	5.098495e-03
11.7247       	5.098495e-03
11.7298       	5.098495e-03
11.7349       	5.098495e-03
11.74         	5.098495e-03
11.7452       	5.200465e-03
11.7504       	5.200465e-03
11.7556       	5.200465e-03
11.7609       	5.313519e-03
11.7662       	5.313519e-03
11.7716       	5.437089e-03
11.7771       	5.437089e-03
11.7827       	5.573016e-03
11.7884       	5.719675e-03
11.7941       	5.719675e-03
11.8          	5.883094e-03
11.806        	6.061370e-03
11.8123       	6.256898e-03
11.8185       	6.256898e-03
11.825        	6.480358e-03
11.8315       	6.480358e-03
11.838        	6.480358e-03
11.8447       	6.750373e-03
11.8515       	6.750373e-03
11.8582       	6.750373e-03
11.8653       	7.087892e-03
11.8724       	7.087892e-03
11.8795       	7.087892e-03
11.8866       	7.087892e-03
11.8937       	7.087892e-03
11.9008       	7.087892e-03
11.9079       	7.087892e-03
11.9149       	7.087892e-03
11.922        	7.087892e-03
11.9291       	7.087892e-03
11.9362       	7.087892e-03
11.9433       	7.087892e-03
11.9504       	7.087892e-03
11.9575       	7.087892e-03
11.9646       	7.087892e-03
11.9705       	5.906577e-03
11.9764       	5.906577e-03
11.9823       	5.906577e-03
11.9867       	4.429932e-03
11.9911       	4.429932e-03
11.9956       	4.429932e-03
12            	4.429932e-03
12.0045       	4.545455e-03
12.0091       	4.545455e-03
12.0136       	4.524699e-03
12.0182       	4.566594e-03
12.0225       	4.363635e-03
12.0268       	4.268359e-03
12.031        	4.231243e-03
12.0352       	4.194608e-03
12.0395       	4.231403e-03
12.0437       	4.269016e-03
12.048        	4.250042e-03
12.0523       	4.288331e-03
12.0566       	4.347345e-03
12.061        	4.347345e-03
12.0654       	4.387974e-03
12.0698       	4.429566e-03
12.0743       	4.493763e-03
12.0788       	4.515684e-03
12.0834       	4.583082e-03
12.088        	4.652875e-03
12.0928       	4.725200e-03
12.0975       	4.774939e-03
12.1024       	4.826007e-03
12.1072       	4.878464e-03
12.1122       	4.932370e-03
12.1172       	4.987790e-03
12.1222       	5.016129e-03
12.1272       	5.044958e-03
12.1323       	5.074289e-03
12.1374       	5.104138e-03
12.1426       	5.165265e-03
12.1478       	5.196570e-03
12.153        	5.228450e-03
12.1583       	5.260925e-03
12.1635       	5.294013e-03
12.1689       	5.327733e-03
12.1742       	5.362105e-03
12.1796       	5.397152e-03
12.1849       	5.292691e-03
12.1901       	5.158698e-03
12.1951       	5.030532e-03
12.2001       	4.937945e-03
12.2049       	4.848165e-03
12.2097       	4.789753e-03
12.2145       	4.789753e-03
12.2193       	4.789753e-03
12.2241       	4.819319e-03
12.2289       	4.849440e-03
12.2338       	4.849440e-03
12.2386       	4.818941e-03
12.2434       	4.788633e-03
12.2482       	4.788633e-03
12.253        	4.788633e-03
12.2578       	4.788633e-03
12.2626       	4.819728e-03
12.2673       	4.696932e-03
12.2719       	4.608311e-03
12.2764       	4.494525e-03
12.2807       	4.359148e-03
12.285        	4.255973e-03
12.2892       	4.156997e-03
12.2932       	4.061980e-03
12.2972       	3.993133e-03
12.3012       	3.948266e-03
12.3051       	3.904151e-03
12.3089       	3.882340e-03
12.3128       	3.860651e-03
12.3167       	3.860651e-03
12.3205       	3.860651e-03
12.3244       	3.860651e-03
12.3283       	3.882839e-03
12.3322       	3.905414e-03
12.3361       	3.951632e-03
12.3401       	4.023479e-03
12.3442       	4.098451e-03
12.3485       	4.203540e-03
12.3527       	4.258488e-03
12.357        	4.315268e-03
12.3614       	4.373979e-03
12.3658       	4.404144e-03
12.3702       	4.434942e-03
12.3747       	4.466396e-03
12.3793       	4.564200e-03
12.3839       	4.667152e-03
12.3887       	4.813000e-03
12.3938       	5.010255e-03
12.399        	5.226214e-03
12.4044       	5.366202e-03
12.4099       	5.515263e-03
12.4155       	5.620315e-03
12.4213       	5.787256e-03
12.4272       	5.966243e-03
12.4334       	6.158702e-03
12.4397       	6.295562e-03
12.4462       	6.515175e-03
12.4529       	6.672167e-03
12.4596       	6.754540e-03
12.4665       	6.840040e-03
12.4734       	6.928872e-03
12.4803       	6.928872e-03
12.4874       	7.022505e-03
12.4944       	7.022505e-03
12.5014       	7.022505e-03
12.5085       	7.122827e-03
12.5155       	7.021072e-03
12.5226       	7.021072e-03
12.5295       	6.919317e-03
12.5362       	6.721623e-03
12.5427       	6.532281e-03
12.5492       	6.440277e-03
12.5555       	6.349569e-03
12.5618       	6.260138e-03
12.5681       	6.260138e-03
12.5743       	6.260138e-03
12.5806       	6.260138e-03
12.5868       	6.260138e-03
12.5932       	6.356448e-03
12.5994       	6.163829e-03
12.6051       	5.723555e-03
12.6109       	5.807725e-03
12.6168       	5.895721e-03
12.6227       	5.895721e-03
12.6287       	5.989304e-03
12.6347       	5.989304e-03
12.6406       	5.989304e-03
12.6467       	6.090817e-03
12.6529       	6.197674e-03
12.6591       	6.197674e-03
12.6654       	6.312446e-03
12.6716       	6.195548e-03
12.678        	6.314694e-03
12.6844       	6.440987e-03
12.6908       	6.440987e-03
12.6973       	6.440987e-03
12.7036       	6.306800e-03
12.7099       	6.306800e-03
12.7161       	6.172613e-03
12.7222       	6.172613e-03
12.7284       	6.172613e-03
12.7344       	6.035444e-03
12.7405       	6.035444e-03
12.7464       	5.898275e-03
12.7521       	5.764223e-03
12.7578       	5.633218e-03
12.7634       	5.633218e-03
12.7689       	5.502213e-03
12.7744       	5.502213e-03
12.7798       	5.371208e-03
12.7853       	5.505488e-03
12.7908       	5.505488e-03
12.7964       	5.654285e-03
12.8021       	5.654285e-03
12.8078       	5.654285e-03
12.8134       	5.654285e-03
12.8191       	5.654285e-03
12.8245       	5.482943e-03
12.83         	5.482943e-03
12.8355       	5.482943e-03
12.8408       	5.306074e-03
12.8461       	5.306074e-03
12.8514       	5.306074e-03
12.8567       	5.306074e-03
12.862        	5.306074e-03
12.8673       	5.306074e-03
12.8727       	5.306074e-03
12.878        	5.306074e-03
12.8833       	5.306074e-03
12.8886       	5.306074e-03
12.8941       	5.571378e-03
12.8997       	5.571378e-03
12.9053       	5.571378e-03
12.9109       	5.571378e-03
12.9164       	5.571378e-03
12.922        	5.571378e-03
12.9276       	5.571378e-03
12.9331       	5.571378e-03
12.9387       	5.571378e-03
12.9443       	5.571378e-03
12.9499       	5.571378e-03
12.9554       	5.571378e-03
12.961        	5.571378e-03
12.9666       	5.571378e-03
12.9721       	5.571378e-03
12.9777       	5.571378e-03
12.9833       	5.571378e-03
12.9889       	5.571378e-03
12.9944       	5.571378e-03
13            	5.571378e-03
13.0062       	6.172840e-03
13.0127       	6.495602e-03
13.0193       	6.626386e-03
13.0261       	6.810453e-03
13.0332       	7.057208e-03
13.0405       	7.380439e-03
13.0482       	7.675657e-03
13.056        	7.738060e-03
13.0637       	7.738060e-03
13.0714       	7.738060e-03
13.0792       	7.738060e-03
13.0869       	7.738060e-03
13.0946       	7.673035e-03
13.1022       	7.608555e-03
13.1097       	7.544618e-03
13.1173       	7.544618e-03
13.1248       	7.480680e-03
13.1322       	7.480680e-03
13.1397       	7.480680e-03
13.1472       	7.480680e-03
13.1547       	7.480680e-03
13.1622       	7.480680e-03
13.1695       	7.349440e-03
13.1761       	6.539266e-03
13.1817       	5.643476e-03
13.187        	5.279381e-03
13.1922       	5.211696e-03
13.1968       	4.642603e-03
13.2014       	4.589545e-03
13.2059       	4.486409e-03
13.2104       	4.486409e-03
13.2148       	4.436000e-03
13.2191       	4.314132e-03
13.2233       	4.198160e-03
13.2275       	4.153260e-03
13.2317       	4.175710e-03
13.2359       	4.221597e-03
13.2402       	4.317001e-03
13.2446       	4.391862e-03
13.2491       	4.496430e-03
13.2536       	4.550932e-03
13.2583       	4.635732e-03
13.2629       	4.635732e-03
13.2676       	4.665072e-03
13.2723       	4.694977e-03
13.277        	4.725464e-03
13.2818       	4.756552e-03
13.2866       	4.820398e-03
13.2914       	4.853190e-03
13.2964       	4.920596e-03
13.3013       	4.990391e-03
13.3064       	5.026293e-03
13.3114       	5.062982e-03
13.3165       	5.100485e-03
13.3217       	5.177765e-03
13.3269       	5.217594e-03
13.3322       	5.299761e-03
13.3376       	5.385241e-03
13.343        	5.429383e-03
13.3485       	5.429383e-03
13.3539       	5.475008e-03
13.3595       	5.521803e-03
13.365        	5.569818e-03
13.3707       	5.619109e-03
13.3764       	5.721274e-03
13.3822       	5.774249e-03
13.388        	5.884235e-03
13.394        	5.941363e-03
13.4          	6.000189e-03
13.4061       	6.122641e-03
13.4123       	6.186419e-03
13.4186       	6.319460e-03
13.425        	6.388905e-03
13.4315       	6.534107e-03
13.4381       	6.610085e-03
13.4448       	6.688777e-03
13.4517       	6.853932e-03
13.4585       	6.853932e-03
13.4653       	6.768257e-03
13.4721       	6.768257e-03
13.4788       	6.682583e-03
13.4854       	6.597994e-03
13.4918       	6.433044e-03
13.4981       	6.352631e-03
13.5044       	6.273223e-03
13.5106       	6.194808e-03
13.5168       	6.194808e-03
13.5229       	6.116392e-03
13.529        	6.116392e-03
13.5352       	6.116392e-03
13.5413       	6.116392e-03
13.5474       	6.116392e-03
13.5535       	6.116392e-03
13.5596       	6.116392e-03
13.5658       	6.202539e-03
13.5719       	6.115179e-03
13.5779       	5.945313e-03
13.5837       	5.862739e-03
13.5895       	5.781312e-03
13.5951       	5.622920e-03
13.6007       	5.545894e-03
13.6062       	5.469923e-03
13.6116       	5.394992e-03
13.617        	5.394992e-03
13.6224       	5.394992e-03
13.6277       	5.394992e-03
13.6331       	5.394992e-03
13.6385       	5.394992e-03
13.644        	5.476734e-03
13.6495       	5.476734e-03
13.655        	5.476734e-03
13.6605       	5.565069e-03
13.6661       	5.565069e-03
13.6718       	5.659392e-03
13.6775       	5.758680e-03
13.6833       	5.758680e-03
13.6891       	5.865322e-03
13.6951       	5.978117e-03
13.7012       	6.097679e-03
13.7073       	6.097679e-03
13.7135       	6.227417e-03
13.7199       	6.365804e-03
13.7266       	6.668937e-03
13.7332       	6.668937e-03
13.7399       	6.668937e-03
13.7466       	6.668937e-03
13.7532       	6.668937e-03
13.7601       	6.854186e-03
13.767        	6.854186e-03
13.7736       	6.658352e-03
13.7803       	6.658352e-03
13.7869       	6.658352e-03
13.7934       	6.456583e-03
13.7997       	6.260929e-03
13.8061       	6.462895e-03
13.8124       	6.254414e-03
13.8188       	6.470084e-03
13.8251       	6.246978e-03
13.8316       	6.478347e-03
13.8378       	6.238408e-03
13.844        	6.238408e-03
13.8503       	6.238408e-03
13.8565       	6.238408e-03
13.8628       	6.238408e-03
13.8685       	5.718541e-03
13.8742       	5.718541e-03
13.8799       	5.718541e-03
13.8856       	5.718541e-03
13.8913       	5.718541e-03
13.8968       	5.432614e-03
13.9022       	5.432614e-03
13.9076       	5.432614e-03
13.9131       	5.432614e-03
13.9189       	5.794788e-03
13.9247       	5.794788e-03
13.9305       	5.794788e-03
13.9363       	5.794788e-03
13.9416       	5.311889e-03
13.9469       	5.311889e-03
13.9522       	5.311889e-03
13.9575       	5.311889e-03
13.9628       	5.311889e-03
13.9681       	5.311889e-03
13.9734       	5.311889e-03
13.9788       	5.311889e-03
13.9841       	5.311889e-03
13.9894       	5.311889e-03
13.9947       	5.311889e-03
14            	5.311889e-03
14.0057       	5.681818e-03
14.0114       	5.681818e-03
14.017        	5.681818e-03
14.0227       	5.681818e-03
14.0284       	5.681818e-03
14.0341       	5.681818e-03
14.0397       	5.648591e-03
14.0455       	5.715836e-03
14.0511       	5.681813e-03
14.0569       	5.716041e-03
14.0626       	5.716041e-03
14.0683       	5.751109e-03
14.0741       	5.786830e-03
14.0799       	5.823225e-03
14.0858       	5.823225e-03
14.0917       	5.898364e-03
14.0976       	5.975974e-03
14.1036       	6.015814e-03
14.1097       	6.056461e-03
14.1158       	6.097944e-03
14.1219       	6.097944e-03
14.128        	6.097944e-03
14.134        	6.055597e-03
14.1401       	6.055597e-03
14.1462       	6.098544e-03
14.1523       	6.142419e-03
14.1585       	6.187254e-03
14.1647       	6.187254e-03
14.171        	6.233427e-03
14.1772       	6.233427e-03
14.1835       	6.281011e-03
14.1897       	6.281011e-03
14.1961       	6.330081e-03
14.2024       	6.330081e-03
14.2088       	6.380722e-03
14.2152       	6.380722e-03
14.2216       	6.433023e-03
14.228        	6.433023e-03
14.2345       	6.487082e-03
14.241        	6.487082e-03
14.2475       	6.487082e-03
14.254        	6.487082e-03
14.2605       	6.487082e-03
14.267        	6.487082e-03
14.2734       	6.487082e-03
14.28         	6.545524e-03
14.2865       	6.545524e-03
14.2931       	6.606131e-03
14.2998       	6.606131e-03
14.3063       	6.544391e-03
14.3128       	6.544391e-03
14.3193       	6.482652e-03
14.3258       	6.482652e-03
14.3323       	6.482652e-03
14.3388       	6.482652e-03
14.3453       	6.482652e-03
14.3517       	6.482652e-03
14.3582       	6.482652e-03
14.3647       	6.482652e-03
14.3707       	5.993395e-03
14.3761       	5.378688e-03
14.3807       	4.656177e-03
14.3851       	4.391997e-03
14.3895       	4.360848e-03
14.3939       	4.424049e-03
14.3984       	4.523095e-03
14.403        	4.523095e-03
14.4074       	4.455586e-03
14.4117       	4.294152e-03
14.4159       	4.232365e-03
14.4201       	4.201917e-03
14.4243       	4.171687e-03
14.4284       	4.141675e-03
14.4326       	4.141675e-03
14.4368       	4.203033e-03
14.441        	4.234635e-03
14.4453       	4.266960e-03
14.4495       	4.234388e-03
14.4537       	4.202064e-03
14.458        	4.234639e-03
14.4622       	4.267982e-03
14.4665       	4.302126e-03
14.4709       	4.337103e-03
14.4753       	4.409388e-03
14.4797       	4.446755e-03
14.4842       	4.485090e-03
14.4887       	4.524432e-03
14.4933       	4.564829e-03
14.4979       	4.564829e-03
14.5025       	4.606708e-03
14.5071       	4.649762e-03
14.5118       	4.694045e-03
14.5166       	4.786085e-03
14.5214       	4.833946e-03
14.5264       	4.933615e-03
14.5314       	4.985548e-03
14.5364       	5.039156e-03
14.5414       	5.039156e-03
14.5465       	5.095147e-03
14.5516       	5.095147e-03
14.5568       	5.153711e-03
14.562        	5.214343e-03
14.5672       	5.214343e-03
14.5725       	5.277933e-03
14.5778       	5.343907e-03
14.5832       	5.412419e-03
14.5887       	5.412419e-03
14.5941       	5.484584e-03
14.5997       	5.559716e-03
14.6053       	5.638021e-03
14.6109       	5.558613e-03
14.6164       	5.480322e-03
14.6218       	5.403135e-03
14.6271       	5.327034e-03
14.6324       	5.252006e-03
14.6376       	5.252006e-03
14.6428       	5.176977e-03
14.648        	5.176977e-03
14.6531       	5.101948e-03
14.6582       	5.101948e-03
14.6633       	5.101948e-03
14.6684       	5.101948e-03
14.6735       	5.101948e-03
14.6786       	5.101948e-03
14.6837       	5.101948e-03
14.6888       	5.101948e-03
14.6939       	5.101948e-03
14.6991       	5.188422e-03
14.7043       	5.188422e-03
14.7094       	5.188422e-03
14.7146       	5.188422e-03
14.7199       	5.284504e-03
14.7252       	5.284504e-03
14.7306       	5.388122e-03
14.736        	5.388122e-03
14.7414       	5.388122e-03
14.7469       	5.502762e-03
14.7524       	5.502762e-03
14.758        	5.627825e-03
14.7636       	5.627825e-03
14.7694       	5.765089e-03
14.7752       	5.765089e-03
14.7811       	5.916802e-03
14.787        	5.916802e-03
14.7929       	5.916802e-03
14.7988       	5.916802e-03
14.8049       	6.096099e-03
14.811        	6.096099e-03
14.8171       	6.096099e-03
14.8232       	6.096099e-03
14.8293       	6.096099e-03
14.8354       	6.096099e-03
14.8417       	6.330565e-03
14.8481       	6.330565e-03
14.8544       	6.330565e-03
14.8607       	6.330565e-03
14.8671       	6.330565e-03
14.8734       	6.330565e-03
14.8801       	6.663752e-03
14.8867       	6.663752e-03
14.8934       	6.663752e-03
14.9          	6.663752e-03
14.9067       	6.663752e-03
14.9134       	6.663752e-03
14.92         	6.663752e-03
14.9273       	7.269548e-03
14.9346       	7.269548e-03
14.9418       	7.269548e-03
14.9491       	7.269548e-03
14.9564       	7.269548e-03
14.9626       	6.231041e-03
14.9688       	6.231041e-03
14.9751       	6.231041e-03
14.9801       	4.984833e-03
14.985        	4.984833e-03
14.99         	4.984833e-03
14.995        	4.984833e-03
15            	4.984833e-03
15.0056       	5.617978e-03
15.0119       	6.253975e-03
15.0184       	6.500842e-03
15.0249       	6.544181e-03
15.0315       	6.544181e-03
15.038        	6.588700e-03
15.0447       	6.634139e-03
15.0512       	6.498748e-03
15.0577       	6.498748e-03
15.0641       	6.410330e-03
15.0705       	6.366722e-03
15.0767       	6.280686e-03
15.083        	6.238248e-03
15.0891       	6.154514e-03
15.0952       	6.072453e-03
15.1012       	6.031970e-03
15.1072       	5.952077e-03
15.1131       	5.912659e-03
15.119        	5.912659e-03
15.1249       	5.873241e-03
15.1308       	5.873241e-03
15.1366       	5.833824e-03
15.1424       	5.794670e-03
15.1482       	5.794670e-03
15.1539       	5.755517e-03
15.1597       	5.794939e-03
15.1656       	5.875987e-03
15.1715       	5.875987e-03
15.1774       	5.875987e-03
15.1832       	5.834313e-03
15.189        	5.834313e-03
15.1949       	5.834313e-03
15.2007       	5.834313e-03
15.2065       	5.834313e-03
15.2124       	5.834313e-03
15.2182       	5.791414e-03
15.224        	5.791414e-03
15.2297       	5.791414e-03
15.2355       	5.791414e-03
15.2413       	5.791414e-03
15.2471       	5.791414e-03
15.2529       	5.747204e-03
15.2586       	5.703333e-03
15.2643       	5.703333e-03
15.27         	5.747890e-03
15.2758       	5.793508e-03
15.2817       	5.840230e-03
15.2876       	5.936763e-03
15.2936       	5.986651e-03
15.2996       	6.037819e-03
15.3057       	6.090322e-03
15.3118       	6.144219e-03
15.318        	6.199572e-03
15.3244       	6.314379e-03
15.3308       	6.434653e-03
15.3374       	6.560822e-03
15.3439       	6.496501e-03
15.3503       	6.496501e-03
15.3569       	6.562122e-03
15.3635       	6.562122e-03
15.3702       	6.700272e-03
15.3771       	6.921160e-03
15.3843       	7.159821e-03
15.3918       	7.509080e-03
15.3996       	7.797891e-03
15.4075       	7.900495e-03
15.4154       	7.900495e-03
15.4233       	7.900495e-03
15.4313       	8.010224e-03
15.4394       	8.124656e-03
15.4475       	8.124656e-03
15.4555       	8.006907e-03
15.4634       	7.890865e-03
15.4714       	8.008639e-03
15.4796       	8.131849e-03
15.4876       	8.006743e-03
15.4955       	7.883563e-03
15.5032       	7.762277e-03
15.5109       	7.642858e-03
15.5185       	7.642858e-03
15.5261       	7.642858e-03
15.5338       	7.642858e-03
15.5414       	7.642858e-03
15.5491       	7.642858e-03
15.5565       	7.392272e-03
15.5632       	6.720247e-03
15.5693       	6.152339e-03
15.5748       	5.451440e-03
15.5794       	4.621873e-03
15.5839       	4.474366e-03
15.5884       	4.474366e-03
15.5928       	4.474366e-03
15.5974       	4.524081e-03
15.6019       	4.524081e-03
15.6064       	4.524081e-03
15.6108       	4.373279e-03
15.6151       	4.277163e-03
15.6193       	4.230161e-03
15.6235       	4.230161e-03
15.6277       	4.230161e-03
15.632        	4.230161e-03
15.6363       	4.279349e-03
15.6406       	4.330293e-03
15.6448       	4.228404e-03
15.649        	4.228404e-03
15.6532       	4.178066e-03
15.6574       	4.178066e-03
15.6616       	4.178066e-03
15.6658       	4.178066e-03
15.67         	4.230953e-03
15.6743       	4.285900e-03
15.6786       	4.285900e-03
15.6829       	4.343818e-03
15.6873       	4.404149e-03
15.6917       	4.404149e-03
15.6961       	4.404149e-03
15.7006       	4.468916e-03
15.7051       	4.468916e-03
15.7096       	4.537668e-03
15.7142       	4.609695e-03
15.7189       	4.685263e-03
15.7236       	4.685263e-03
15.7283       	4.685263e-03
15.7329       	4.685263e-03
15.7376       	4.685263e-03
15.7423       	4.685263e-03
15.7471       	4.772028e-03
15.7519       	4.772028e-03
15.7567       	4.865597e-03
15.7616       	4.865597e-03
15.7665       	4.865597e-03
15.7713       	4.865597e-03
15.7763       	4.971371e-03
15.7813       	4.971371e-03
15.7863       	5.086984e-03
15.7914       	5.086984e-03
15.7965       	5.086984e-03
15.8017       	5.217419e-03
15.807        	5.217419e-03
15.8122       	5.217419e-03
15.8175       	5.366488e-03
15.8228       	5.213160e-03
15.828        	5.213160e-03
15.8332       	5.213160e-03
15.8384       	5.213160e-03
15.8436       	5.213160e-03
15.8488       	5.213160e-03
15.854        	5.213160e-03
15.8592       	5.213160e-03
15.8645       	5.213160e-03
15.8697       	5.213160e-03
15.8749       	5.213160e-03
15.8801       	5.213160e-03
15.8853       	5.213160e-03
15.8905       	5.213160e-03
15.8957       	5.213160e-03
15.9009       	5.213160e-03
15.9062       	5.213160e-03
15.9114       	5.213160e-03
15.9166       	5.213160e-03
15.9218       	5.213160e-03
15.927        	5.213160e-03
15.9322       	5.213160e-03
15.9371       	4.840792e-03
15.9419       	4.840792e-03
15.9468       	4.840792e-03
15.9516       	4.840792e-03
15.9564       	4.840792e-03
15.9613       	4.840792e-03
15.9661       	4.840792e-03
15.971        	4.840792e-03
15.9758       	4.840792e-03
15.9806       	4.840792e-03
15.9855       	4.840792e-03
15.9903       	4.840792e-03
15.9952       	4.840792e-03
16            	4.840792e-03
16.0054       	5.405405e-03
16.0113       	5.885175e-03
16.0171       	5.850352e-03
16.023        	5.815734e-03
16.0288       	5.815734e-03
16.0346       	5.815734e-03
16.0404       	5.780909e-03
16.0461       	5.746293e-03
16.0518       	5.711884e-03
16.0575       	5.711884e-03
16.0632       	5.677475e-03
16.0688       	5.576092e-03
16.0743       	5.542901e-03
16.0798       	5.477304e-03
16.0853       	5.444894e-03
16.0907       	5.412676e-03
16.0961       	5.380648e-03
16.1014       	5.348810e-03
16.1067       	5.348810e-03
16.1121       	5.348810e-03
16.1175       	5.381227e-03
16.1229       	5.414241e-03
16.1283       	5.447870e-03
16.1339       	5.516830e-03
16.1394       	5.552194e-03
16.145        	5.624772e-03
16.1507       	5.699769e-03
16.1565       	5.738281e-03
16.1623       	5.817430e-03
16.1681       	5.858111e-03
16.174        	5.899658e-03
16.18         	5.985160e-03
16.1861       	6.073829e-03
16.1924       	6.260716e-03
16.1988       	6.409781e-03
16.2052       	6.409781e-03
16.2116       	6.409781e-03
16.2179       	6.307224e-03
16.2242       	6.256767e-03
16.2303       	6.157453e-03
16.2363       	6.013138e-03
16.2423       	5.919911e-03
16.248        	5.784340e-03
16.2537       	5.653866e-03
16.2592       	5.528225e-03
16.2647       	5.446927e-03
16.27         	5.367410e-03
16.2753       	5.289622e-03
16.2806       	5.251291e-03
16.2857       	5.175733e-03
16.2909       	5.175733e-03
16.2961       	5.138228e-03
16.3012       	5.138228e-03
16.3063       	5.138228e-03
16.3115       	5.138228e-03
16.3166       	5.138228e-03
16.3218       	5.177154e-03
16.327        	5.216978e-03
16.3323       	5.257735e-03
16.3376       	5.299463e-03
16.3429       	5.342201e-03
16.3483       	5.430502e-03
16.3539       	5.569746e-03
16.3596       	5.667460e-03
16.3655       	5.875441e-03
16.3716       	6.101419e-03
16.3778       	6.222239e-03
16.3839       	6.160633e-03
16.3901       	6.160633e-03
16.3963       	6.160633e-03
16.4024       	6.160633e-03
16.4086       	6.160633e-03
16.4147       	6.160633e-03
16.4209       	6.160633e-03
16.4271       	6.226876e-03
16.4334       	6.226876e-03
16.4397       	6.296064e-03
16.4459       	6.296064e-03
16.4522       	6.296064e-03
16.4586       	6.369274e-03
16.4651       	6.445099e-03
16.4714       	6.368371e-03
16.4779       	6.446034e-03
16.4843       	6.446034e-03
16.4907       	6.366454e-03
16.497        	6.287855e-03
16.5033       	6.367449e-03
16.5098       	6.450143e-03
16.5163       	6.536145e-03
16.5229       	6.536145e-03
16.5295       	6.626924e-03
16.5361       	6.626924e-03
16.5428       	6.722967e-03
16.5497       	6.823310e-03
16.5566       	6.928284e-03
16.5636       	7.038256e-03
16.5708       	7.153638e-03
16.5781       	7.274886e-03
16.5855       	7.402515e-03
16.5931       	7.676682e-03
16.6011       	7.977729e-03
16.6093       	8.140540e-03
16.6174       	8.140540e-03
16.6255       	8.140540e-03
16.6337       	8.140540e-03
16.6416       	7.963571e-03
16.6496       	7.963571e-03
16.6576       	7.963571e-03
16.6655       	7.963571e-03
16.6733       	7.778372e-03
16.6811       	7.778372e-03
16.6889       	7.778372e-03
16.6966       	7.778372e-03
16.7044       	7.778372e-03
16.712        	7.578927e-03
16.7196       	7.578927e-03
16.7272       	7.578927e-03
16.7347       	7.578927e-03
16.7423       	7.578927e-03
16.7495       	7.157875e-03
16.7561       	6.592780e-03
16.7619       	5.807925e-03
16.7672       	5.291665e-03
16.7716       	4.477563e-03
16.7761       	4.477563e-03
16.7806       	4.477563e-03
16.7851       	4.477563e-03
16.7896       	4.477563e-03
16.7938       	4.294805e-03
16.7981       	4.207156e-03
16.8023       	4.207156e-03
16.8064       	4.119507e-03
16.8105       	4.119507e-03
16.8147       	4.211051e-03
16.8189       	4.211051e-03
16.8231       	4.211051e-03
16.8274       	4.313760e-03
16.8318       	4.313760e-03
16.8361       	4.313760e-03
16.8404       	4.313760e-03
16.8447       	4.313760e-03
16.8489       	4.197172e-03
16.8531       	4.197172e-03
16.8573       	4.197172e-03
16.8615       	4.197172e-03
16.8657       	4.197172e-03
16.87         	4.332565e-03
16.8744       	4.332565e-03
16.8787       	4.332565e-03
16.883        	4.332565e-03
16.8875       	4.499202e-03
16.892        	4.499202e-03
16.8965       	4.499202e-03
16.9012       	4.703711e-03
16.9059       	4.703711e-03
16.9106       	4.703711e-03
16.9153       	4.703711e-03
16.9203       	4.980400e-03
16.9253       	4.980400e-03
16.9303       	4.980400e-03
16.9353       	4.980400e-03
16.9402       	4.980400e-03
16.9452       	4.980400e-03
16.9502       	4.980400e-03
16.9552       	4.980400e-03
16.9602       	4.980400e-03
16.9651       	4.980400e-03
16.9701       	4.980400e-03
16.9751       	4.980400e-03
16.9801       	4.980400e-03
16.9851       	4.980400e-03
16.99         	4.980400e-03
16.995        	4.980400e-03
17            	4.980400e-03
17.0056       	5.586592e-03
17.0118       	6.215084e-03
17.0184       	6.587989e-03
17.0252       	6.769726e-03
17.032        	6.817067e-03
