# Residuals   
# Time        	p             	Ux            	Uz            	k             	epsilon       
0             	N/A	N/A	N/A	N/A
0.05          	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	2.582902e-01
0.1           	1.514345e-03	9.931914e-01	3.236225e-01	9.624376e-02	5.341870e-02
